indicator_section_code;indicator_section;indicator_code;indicator_name;okved2;strmash;proisv;region_id;region_name;mun_level;mun_district;municipality;oktmo;mun_type;mun_type_oktmo;oktmo_stable;oktmo_history;oktmo_year_from;oktmo_year_to;year;indicator_value;indicator_unit;indicator_period;comment
44;Наличие основных строительных машин;Y49010011;Удельный вес списанных по износу и непригодности строительных машин в общем числе строительных машин;Работы строительные специализированные;Машины бурильные;CD;45;Москва;Субъект РФ;Муниципальные образования города Москвы (столицы Российской Федерации города федерального значения);Муниципальные образования города Москвы (столицы Российской Федерации города федерального значения);45000000;Внутригородская территория города федерального значения;Субъект РФ;CD;CD;CD;CD;2024;1.09;Процент;Значение показателя за год;mun_type в исходных данных не соответствует oktmo
44;Наличие основных строительных машин;Y49010011;Удельный вес списанных по износу и непригодности строительных машин в общем числе строительных машин;Строительство зданий;Краны башенные строительные;CD;45;Москва;Субъект РФ;Муниципальные образования города Москвы (столицы Российской Федерации города федерального значения);Муниципальные образования города Москвы (столицы Российской Федерации города федерального значения);45000000;Внутригородская территория города федерального значения;Субъект РФ;CD;CD;CD;CD;2024;4.23;Процент;Значение показателя за год;mun_type в исходных данных не соответствует oktmo
44;Наличие основных строительных машин;Y49010011;Удельный вес списанных по износу и непригодности строительных машин в общем числе строительных машин;Строительство зданий;Краны передвижные;CD;45;Москва;Субъект РФ;Муниципальные образования города Москвы (столицы Российской Федерации города федерального значения);Муниципальные образования города Москвы (столицы Российской Федерации города федерального значения);45000000;Внутригородская территория города федерального значения;Субъект РФ;CD;CD;CD;CD;2024;3.49;Процент;Значение показателя за год;mun_type в исходных данных не соответствует oktmo
44;Наличие основных строительных машин;Y49010011;Удельный вес списанных по износу и непригодности строительных машин в общем числе строительных машин;Работы строительные специализированные;Краны на гусеничном ходу;CD;45;Москва;Субъект РФ;Муниципальные образования города Москвы (столицы Российской Федерации города федерального значения);Муниципальные образования города Москвы (столицы Российской Федерации города федерального значения);45000000;Внутригородская территория города федерального значения;Субъект РФ;CD;CD;CD;CD;2024;4.4;Процент;Значение показателя за год;mun_type в исходных данных не соответствует oktmo
44;Наличие основных строительных машин;Y49010011;Удельный вес списанных по износу и непригодности строительных машин в общем числе строительных машин;Работы строительные специализированные;Автокраны;CD;45;Москва;Субъект РФ;Муниципальные образования города Москвы (столицы Российской Федерации города федерального значения);Муниципальные образования города Москвы (столицы Российской Федерации города федерального значения);45000000;Внутригородская территория города федерального значения;Субъект РФ;CD;CD;CD;CD;2024;4.12;Процент;Значение показателя за год;mun_type в исходных данных не соответствует oktmo
44;Наличие основных строительных машин;Y49010011;Удельный вес списанных по износу и непригодности строительных машин в общем числе строительных машин;Работы строительные специализированные;Бетономешалки или растворосмесители;CD;45;Москва;Субъект РФ;Муниципальные образования города Москвы (столицы Российской Федерации города федерального значения);Муниципальные образования города Москвы (столицы Российской Федерации города федерального значения);45000000;Внутригородская территория города федерального значения;Субъект РФ;CD;CD;CD;CD;2024;4.55;Процент;Значение показателя за год;mun_type в исходных данных не соответствует oktmo
44;Наличие основных строительных машин;Y49010011;Удельный вес списанных по износу и непригодности строительных машин в общем числе строительных машин;Строительство зданий;Бульдозеры и бульдозеры с поворотным отвалом;CD;45;Москва;Субъект РФ;Муниципальные образования города Москвы (столицы Российской Федерации города федерального значения);Муниципальные образования города Москвы (столицы Российской Федерации города федерального значения);45000000;Внутригородская территория города федерального значения;Субъект РФ;CD;CD;CD;CD;2024;1.2;Процент;Значение показателя за год;mun_type в исходных данных не соответствует oktmo
44;Наличие основных строительных машин;Y49010011;Удельный вес списанных по износу и непригодности строительных машин в общем числе строительных машин;Работы строительные специализированные;Катки дорожные самоходные;CD;45;Москва;Субъект РФ;Муниципальные образования города Москвы (столицы Российской Федерации города федерального значения);Муниципальные образования города Москвы (столицы Российской Федерации города федерального значения);45000000;Внутригородская территория города федерального значения;Субъект РФ;CD;CD;CD;CD;2024;6.15;Процент;Значение показателя за год;mun_type в исходных данных не соответствует oktmo
44;Наличие основных строительных машин;Y49010011;Удельный вес списанных по износу и непригодности строительных машин в общем числе строительных машин;Строительство инженерных сооружений;Бульдозеры и бульдозеры с поворотным отвалом;CD;45;Москва;Субъект РФ;Муниципальные образования города Москвы (столицы Российской Федерации города федерального значения);Муниципальные образования города Москвы (столицы Российской Федерации города федерального значения);45000000;Внутригородская территория города федерального значения;Субъект РФ;CD;CD;CD;CD;2024;1.13;Процент;Значение показателя за год;mun_type в исходных данных не соответствует oktmo
44;Наличие основных строительных машин;Y49010011;Удельный вес списанных по износу и непригодности строительных машин в общем числе строительных машин;Работы строительные специализированные;Краны передвижные;CD;45;Москва;Субъект РФ;Муниципальные образования города Москвы (столицы Российской Федерации города федерального значения);Муниципальные образования города Москвы (столицы Российской Федерации города федерального значения);45000000;Внутригородская территория города федерального значения;Субъект РФ;CD;CD;CD;CD;2024;4.35;Процент;Значение показателя за год;mun_type в исходных данных не соответствует oktmo
44;Наличие основных строительных машин;Y49010011;Удельный вес списанных по износу и непригодности строительных машин в общем числе строительных машин;Работы строительные специализированные;Экскаваторы самоходные одноковшовые;CD;45;Москва;Субъект РФ;Муниципальные образования города Москвы (столицы Российской Федерации города федерального значения);Муниципальные образования города Москвы (столицы Российской Федерации города федерального значения);45000000;Внутригородская территория города федерального значения;Субъект РФ;CD;CD;CD;CD;2024;0.18;Процент;Значение показателя за год;mun_type в исходных данных не соответствует oktmo
44;Наличие основных строительных машин;Y49010011;Удельный вес списанных по износу и непригодности строительных машин в общем числе строительных машин;Строительство инженерных сооружений;Бетономешалки или растворосмесители;CD;45;Москва;Субъект РФ;Муниципальные образования города Москвы (столицы Российской Федерации города федерального значения);Муниципальные образования города Москвы (столицы Российской Федерации города федерального значения);45000000;Внутригородская территория города федерального значения;Субъект РФ;CD;CD;CD;CD;2024;1.22;Процент;Значение показателя за год;mun_type в исходных данных не соответствует oktmo
44;Наличие основных строительных машин;Y49010011;Удельный вес списанных по износу и непригодности строительных машин в общем числе строительных машин;Строительство инженерных сооружений;Экскаваторы самоходные одноковшовые;CD;45;Москва;Субъект РФ;Муниципальные образования города Москвы (столицы Российской Федерации города федерального значения);Муниципальные образования города Москвы (столицы Российской Федерации города федерального значения);45000000;Внутригородская территория города федерального значения;Субъект РФ;CD;CD;CD;CD;2024;1.33;Процент;Значение показателя за год;mun_type в исходных данных не соответствует oktmo
44;Наличие основных строительных машин;Y49010011;Удельный вес списанных по износу и непригодности строительных машин в общем числе строительных машин;Строительство зданий;Тракторы гусеничные;CD;45;Москва;Субъект РФ;Муниципальные образования города Москвы (столицы Российской Федерации города федерального значения);Муниципальные образования города Москвы (столицы Российской Федерации города федерального значения);45000000;Внутригородская территория города федерального значения;Субъект РФ;CD;CD;CD;CD;2024;3.45;Процент;Значение показателя за год;mun_type в исходных данных не соответствует oktmo
44;Наличие основных строительных машин;Y49010011;Удельный вес списанных по износу и непригодности строительных машин в общем числе строительных машин;Строительство зданий;Автокраны;CD;45;Москва;Субъект РФ;Муниципальные образования города Москвы (столицы Российской Федерации города федерального значения);Муниципальные образования города Москвы (столицы Российской Федерации города федерального значения);45000000;Внутригородская территория города федерального значения;Субъект РФ;CD;CD;CD;CD;2024;0.78;Процент;Значение показателя за год;mun_type в исходных данных не соответствует oktmo
44;Наличие основных строительных машин;Y49010011;Удельный вес списанных по износу и непригодности строительных машин в общем числе строительных машин;Строительство инженерных сооружений;Грейдеры самоходные;CD;45;Москва;Субъект РФ;Муниципальные образования города Москвы (столицы Российской Федерации города федерального значения);Муниципальные образования города Москвы (столицы Российской Федерации города федерального значения);45000000;Внутригородская территория города федерального значения;Субъект РФ;CD;CD;CD;CD;2024;0.6;Процент;Значение показателя за год;mun_type в исходных данных не соответствует oktmo
44;Наличие основных строительных машин;Y49010011;Удельный вес списанных по износу и непригодности строительных машин в общем числе строительных машин;Строительство инженерных сооружений;Машины бурильные;CD;45;Москва;Субъект РФ;Муниципальные образования города Москвы (столицы Российской Федерации города федерального значения);Муниципальные образования города Москвы (столицы Российской Федерации города федерального значения);45000000;Внутригородская территория города федерального значения;Субъект РФ;CD;CD;CD;CD;2024;1.39;Процент;Значение показателя за год;mun_type в исходных данных не соответствует oktmo
44;Наличие основных строительных машин;Y49010011;Удельный вес списанных по износу и непригодности строительных машин в общем числе строительных машин;Строительство зданий;Катки дорожные самоходные;CD;45;Москва;Субъект РФ;Муниципальные образования города Москвы (столицы Российской Федерации города федерального значения);Муниципальные образования города Москвы (столицы Российской Федерации города федерального значения);45000000;Внутригородская территория города федерального значения;Субъект РФ;CD;CD;CD;CD;2024;1.18;Процент;Значение показателя за год;mun_type в исходных данных не соответствует oktmo
44;Наличие основных строительных машин;Y49010011;Удельный вес списанных по износу и непригодности строительных машин в общем числе строительных машин;Работы строительные специализированные;Бульдозеры и бульдозеры с поворотным отвалом;CD;45;Москва;Субъект РФ;Муниципальные образования города Москвы (столицы Российской Федерации города федерального значения);Муниципальные образования города Москвы (столицы Российской Федерации города федерального значения);45000000;Внутригородская территория города федерального значения;Субъект РФ;CD;CD;CD;CD;2024;1.0;Процент;Значение показателя за год;mun_type в исходных данных не соответствует oktmo
44;Наличие основных строительных машин;Y49010011;Удельный вес списанных по износу и непригодности строительных машин в общем числе строительных машин;Строительство зданий;Бетономешалки или растворосмесители;CD;45;Москва;Субъект РФ;Муниципальные образования города Москвы (столицы Российской Федерации города федерального значения);Муниципальные образования города Москвы (столицы Российской Федерации города федерального значения);45000000;Внутригородская территория города федерального значения;Субъект РФ;CD;CD;CD;CD;2024;3.59;Процент;Значение показателя за год;mun_type в исходных данных не соответствует oktmo
44;Наличие основных строительных машин;Y49010011;Удельный вес списанных по износу и непригодности строительных машин в общем числе строительных машин;Строительство зданий;Погрузчики одноковшовые самоходные;CD;45;Москва;Субъект РФ;Муниципальные образования города Москвы (столицы Российской Федерации города федерального значения);Муниципальные образования города Москвы (столицы Российской Федерации города федерального значения);45000000;Внутригородская территория города федерального значения;Субъект РФ;CD;CD;CD;CD;2024;0.73;Процент;Значение показателя за год;mun_type в исходных данных не соответствует oktmo
44;Наличие основных строительных машин;Y49010011;Удельный вес списанных по износу и непригодности строительных машин в общем числе строительных машин;Работы строительные специализированные;Краны башенные строительные;CD;45;Москва;Субъект РФ;Муниципальные образования города Москвы (столицы Российской Федерации города федерального значения);Муниципальные образования города Москвы (столицы Российской Федерации города федерального значения);45000000;Внутригородская территория города федерального значения;Субъект РФ;CD;CD;CD;CD;2024;4.31;Процент;Значение показателя за год;mun_type в исходных данных не соответствует oktmo
44;Наличие основных строительных машин;Y49010011;Удельный вес списанных по износу и непригодности строительных машин в общем числе строительных машин;Строительство зданий;Экскаваторы самоходные одноковшовые;CD;45;Москва;Субъект РФ;Муниципальные образования города Москвы (столицы Российской Федерации города федерального значения);Муниципальные образования города Москвы (столицы Российской Федерации города федерального значения);45000000;Внутригородская территория города федерального значения;Субъект РФ;CD;CD;CD;CD;2024;0.84;Процент;Значение показателя за год;mun_type в исходных данных не соответствует oktmo
44;Наличие основных строительных машин;Y49010011;Удельный вес списанных по износу и непригодности строительных машин в общем числе строительных машин;Строительство инженерных сооружений;Экскаваторы самоходные одноковшовые;CD;45;Москва;Муниципальное образование верхнего уровня;Муниципальный округ Гольяново;Муниципальный округ Гольяново;45305000;Внутригородская территория города федерального значения;Внутригородская территория города федерального значения;45305000;Изменен тип и название;2010;2013;2024;50.0;Процент;Значение показателя за год;CD
44;Наличие основных строительных машин;Y49010011;Удельный вес списанных по износу и непригодности строительных машин в общем числе строительных машин;Строительство зданий;Тракторы гусеничные;CD;45;Москва;Муниципальное образование верхнего уровня;Муниципальный округ Очаково-Матвеевское;Муниципальный округ Очаково-Матвеевское;45323000;Внутригородская территория города федерального значения;Внутригородская территория города федерального значения;45323000;Изменен тип и название;2010;2013;2024;100.0;Процент;Значение показателя за год;CD
44;Наличие основных строительных машин;Y49010011;Удельный вес списанных по износу и непригодности строительных машин в общем числе строительных машин;Работы строительные специализированные;Краны башенные строительные;CD;45;Москва;Муниципальное образование верхнего уровня;Муниципальный округ Очаково-Матвеевское;Муниципальный округ Очаково-Матвеевское;45323000;Внутригородская территория города федерального значения;Внутригородская территория города федерального значения;45323000;Изменен тип и название;2010;2013;2024;9.09;Процент;Значение показателя за год;CD
44;Наличие основных строительных машин;Y49010011;Удельный вес списанных по износу и непригодности строительных машин в общем числе строительных машин;Работы строительные специализированные;Краны передвижные;CD;45;Москва;Муниципальное образование верхнего уровня;Муниципальный округ Очаково-Матвеевское;Муниципальный округ Очаково-Матвеевское;45323000;Внутригородская территория города федерального значения;Внутригородская территория города федерального значения;45323000;Изменен тип и название;2010;2013;2024;9.09;Процент;Значение показателя за год;CD
44;Наличие основных строительных машин;Y49010011;Удельный вес списанных по износу и непригодности строительных машин в общем числе строительных машин;Строительство зданий;Экскаваторы самоходные одноковшовые;CD;45;Москва;Муниципальное образование верхнего уровня;Муниципальный округ Очаково-Матвеевское;Муниципальный округ Очаково-Матвеевское;45323000;Внутригородская территория города федерального значения;Внутригородская территория города федерального значения;45323000;Изменен тип и название;2010;2013;2024;30.77;Процент;Значение показателя за год;CD
44;Наличие основных строительных машин;Y49010011;Удельный вес списанных по износу и непригодности строительных машин в общем числе строительных машин;Строительство зданий;Погрузчики одноковшовые самоходные;CD;45;Москва;Муниципальное образование верхнего уровня;Муниципальный округ Беговой;Муниципальный округ Беговой;45334000;Внутригородская территория города федерального значения;Внутригородская территория города федерального значения;45334000;Изменен тип и название;2010;2013;2024;18.18;Процент;Значение показателя за год;CD
44;Наличие основных строительных машин;Y49010011;Удельный вес списанных по износу и непригодности строительных машин в общем числе строительных машин;Работы строительные специализированные;Бетономешалки или растворосмесители;CD;45;Москва;Муниципальное образование верхнего уровня;Муниципальный округ Савеловский;Муниципальный округ Савеловский;45344000;Внутригородская территория города федерального значения;Внутригородская территория города федерального значения;45344000;Изменен тип и название;2010;2013;2024;10.53;Процент;Значение показателя за год;CD
44;Наличие основных строительных машин;Y49010011;Удельный вес списанных по износу и непригодности строительных машин в общем числе строительных машин;Строительство зданий;Экскаваторы самоходные одноковшовые;CD;45;Москва;Муниципальное образование верхнего уровня;Муниципальный округ Хорошевский;Муниципальный округ Хорошевский;45348000;Внутригородская территория города федерального значения;Внутригородская территория города федерального значения;45348000;Изменен тип и название;2010;2013;2024;25.0;Процент;Значение показателя за год;CD
44;Наличие основных строительных машин;Y49010011;Удельный вес списанных по износу и непригодности строительных машин в общем числе строительных машин;Строительство зданий;Погрузчики одноковшовые самоходные;CD;45;Москва;Муниципальное образование верхнего уровня;Муниципальный округ Хорошевский;Муниципальный округ Хорошевский;45348000;Внутригородская территория города федерального значения;Внутригородская территория города федерального значения;45348000;Изменен тип и название;2010;2013;2024;22.22;Процент;Значение показателя за год;CD
44;Наличие основных строительных машин;Y49010011;Удельный вес списанных по износу и непригодности строительных машин в общем числе строительных машин;Строительство зданий;Автокраны;CD;45;Москва;Муниципальное образование верхнего уровня;Муниципальный округ Останкинский;Муниципальный округ Останкинский;45358000;Внутригородская территория города федерального значения;Внутригородская территория города федерального значения;45358000;Изменен тип и название;2010;2013;2024;33.33;Процент;Значение показателя за год;CD
44;Наличие основных строительных машин;Y49010011;Удельный вес списанных по износу и непригодности строительных машин в общем числе строительных машин;Строительство зданий;Автокраны;CD;45;Москва;Муниципальное образование верхнего уровня;Муниципальный округ Отрадное;Муниципальный округ Отрадное;45359000;Внутригородская территория города федерального значения;Внутригородская территория города федерального значения;45359000;Изменен тип и название;2010;2013;2024;11.11;Процент;Значение показателя за год;CD
44;Наличие основных строительных машин;Y49010011;Удельный вес списанных по износу и непригодности строительных машин в общем числе строительных машин;Строительство зданий;Краны башенные строительные;CD;45;Москва;Муниципальное образование верхнего уровня;Муниципальный округ Отрадное;Муниципальный округ Отрадное;45359000;Внутригородская территория города федерального значения;Внутригородская территория города федерального значения;45359000;Изменен тип и название;2010;2013;2024;6.22;Процент;Значение показателя за год;CD
44;Наличие основных строительных машин;Y49010011;Удельный вес списанных по износу и непригодности строительных машин в общем числе строительных машин;Строительство зданий;Краны передвижные;CD;45;Москва;Муниципальное образование верхнего уровня;Муниципальный округ Отрадное;Муниципальный округ Отрадное;45359000;Внутригородская территория города федерального значения;Внутригородская территория города федерального значения;45359000;Изменен тип и название;2010;2013;2024;6.22;Процент;Значение показателя за год;CD
44;Наличие основных строительных машин;Y49010011;Удельный вес списанных по износу и непригодности строительных машин в общем числе строительных машин;Работы строительные специализированные;Машины бурильные;CD;45;Москва;Муниципальное образование верхнего уровня;Муниципальный округ Свиблово;Муниципальный округ Свиблово;45361000;Внутригородская территория города федерального значения;Внутригородская территория города федерального значения;45361000;Изменен тип и название;2010;2013;2024;50.0;Процент;Значение показателя за год;CD
44;Наличие основных строительных машин;Y49010011;Удельный вес списанных по износу и непригодности строительных машин в общем числе строительных машин;Строительство зданий;Бульдозеры и бульдозеры с поворотным отвалом;CD;45;Москва;Муниципальное образование верхнего уровня;Муниципальный округ Покровское-Стрешнево;Муниципальный округ Покровское-Стрешнево;45368000;Внутригородская территория города федерального значения;Внутригородская территория города федерального значения;45368000;Изменен тип и название;2010;2013;2024;50.0;Процент;Значение показателя за год;CD
44;Наличие основных строительных машин;Y49010011;Удельный вес списанных по износу и непригодности строительных машин в общем числе строительных машин;Строительство зданий;Экскаваторы самоходные одноковшовые;CD;45;Москва;Муниципальное образование верхнего уровня;Муниципальный округ Покровское-Стрешнево;Муниципальный округ Покровское-Стрешнево;45368000;Внутригородская территория города федерального значения;Внутригородская территория города федерального значения;45368000;Изменен тип и название;2010;2013;2024;6.67;Процент;Значение показателя за год;CD
44;Наличие основных строительных машин;Y49010011;Удельный вес списанных по износу и непригодности строительных машин в общем числе строительных машин;Строительство зданий;Бетономешалки или растворосмесители;CD;45;Москва;Муниципальное образование верхнего уровня;Муниципальный округ Щукино;Муниципальный округ Щукино;45372000;Внутригородская территория города федерального значения;Внутригородская территория города федерального значения;45372000;Изменен тип и название;2010;2013;2024;90.0;Процент;Значение показателя за год;CD
44;Наличие основных строительных машин;Y49010011;Удельный вес списанных по износу и непригодности строительных машин в общем числе строительных машин;Строительство инженерных сооружений;Экскаваторы самоходные одноковшовые;CD;45;Москва;Муниципальное образование верхнего уровня;Муниципальный округ Басманный;Муниципальный округ Басманный;45375000;Внутригородская территория города федерального значения;Внутригородская территория города федерального значения;45375000;Изменен тип и название;2010;2013;2024;13.21;Процент;Значение показателя за год;CD
44;Наличие основных строительных машин;Y49010011;Удельный вес списанных по износу и непригодности строительных машин в общем числе строительных машин;Работы строительные специализированные;Краны передвижные;CD;45;Москва;Муниципальное образование верхнего уровня;Муниципальный округ Замоскворечье;Муниципальный округ Замоскворечье;45376000;Внутригородская территория города федерального значения;Внутригородская территория города федерального значения;45376000;Изменен тип и название;2010;2013;2024;11.11;Процент;Значение показателя за год;CD
44;Наличие основных строительных машин;Y49010011;Удельный вес списанных по износу и непригодности строительных машин в общем числе строительных машин;Работы строительные специализированные;Краны на гусеничном ходу;CD;45;Москва;Муниципальное образование верхнего уровня;Муниципальный округ Замоскворечье;Муниципальный округ Замоскворечье;45376000;Внутригородская территория города федерального значения;Внутригородская территория города федерального значения;45376000;Изменен тип и название;2010;2013;2024;11.11;Процент;Значение показателя за год;CD
44;Наличие основных строительных машин;Y49010011;Удельный вес списанных по износу и непригодности строительных машин в общем числе строительных машин;Работы строительные специализированные;Бульдозеры и бульдозеры с поворотным отвалом;CD;45;Москва;Муниципальное образование верхнего уровня;Муниципальный округ Замоскворечье;Муниципальный округ Замоскворечье;45376000;Внутригородская территория города федерального значения;Внутригородская территория города федерального значения;45376000;Изменен тип и название;2010;2013;2024;5.88;Процент;Значение показателя за год;CD
