indicator_section_code;indicator_section;indicator_code;indicator_name;okved2;strmash;proisv;region_id;region_name;mun_level;mun_district;municipality;oktmo;mun_type;mun_type_oktmo;oktmo_stable;oktmo_history;oktmo_year_from;oktmo_year_to;year;indicator_value;indicator_unit;indicator_period;comment
44;Наличие основных строительных машин;Y49010010;Наличие основных строительных машин;Строительство зданий;Краны передвижные;CD;01;Алтайский край;Муниципальное образование верхнего уровня;Город Барнаул;Город Барнаул;01701000;Городской округ, городской округ с внутригородским делением;Городской округ, городской округ с внутригородским делением;01701000;Без изменений;2010;2025;2024;33.0;Штука;Значение показателя за год;CD
44;Наличие основных строительных машин;Y49010010;Наличие основных строительных машин;Строительство инженерных сооружений;Бульдозеры и бульдозеры с поворотным отвалом;CD;03;Краснодарский край;Муниципальное образование верхнего уровня;Тихорецкий муниципальный район;Тихорецкий муниципальный район;03654000;Муниципальный район;Муниципальный район;03654000;Без изменений;2010;2025;2024;12.0;Штука;Значение показателя за год;CD
44;Наличие основных строительных машин;Y49010010;Наличие основных строительных машин;Строительство инженерных сооружений;Экскаваторы самоходные одноковшовые;CD;03;Краснодарский край;Муниципальное образование верхнего уровня;Тихорецкий муниципальный район;Тихорецкий муниципальный район;03654000;Муниципальный район;Муниципальный район;03654000;Без изменений;2010;2025;2024;15.0;Штука;Значение показателя за год;CD
44;Наличие основных строительных машин;Y49010010;Наличие основных строительных машин;Строительство инженерных сооружений;Катки дорожные самоходные;CD;03;Краснодарский край;Муниципальное образование верхнего уровня;Город Краснодар;Город Краснодар;03701000;Городской округ, городской округ с внутригородским делением;Городской округ, городской округ с внутригородским делением;03701000;Без изменений;2010;2025;2024;65.0;Штука;Значение показателя за год;CD
44;Наличие основных строительных машин;Y49010010;Наличие основных строительных машин;Строительство зданий;Краны передвижные;CD;03;Краснодарский край;Муниципальное образование верхнего уровня;Город Краснодар;Город Краснодар;03701000;Городской округ, городской округ с внутригородским делением;Городской округ, городской округ с внутригородским делением;03701000;Без изменений;2010;2025;2024;37.0;Штука;Значение показателя за год;CD
44;Наличие основных строительных машин;Y49010010;Наличие основных строительных машин;Строительство зданий;Автокраны;CD;03;Краснодарский край;Муниципальное образование верхнего уровня;Город Краснодар;Город Краснодар;03701000;Городской округ, городской округ с внутригородским делением;Городской округ, городской округ с внутригородским делением;03701000;Без изменений;2010;2025;2024;70.0;Штука;Значение показателя за год;CD
44;Наличие основных строительных машин;Y49010010;Наличие основных строительных машин;Строительство инженерных сооружений;Бульдозеры и бульдозеры с поворотным отвалом;CD;03;Краснодарский край;Муниципальное образование верхнего уровня;Город Краснодар;Город Краснодар;03701000;Городской округ, городской округ с внутригородским делением;Городской округ, городской округ с внутригородским делением;03701000;Без изменений;2010;2025;2024;19.0;Штука;Значение показателя за год;CD
44;Наличие основных строительных машин;Y49010010;Наличие основных строительных машин;Работы строительные специализированные;Машины бурильные;CD;03;Краснодарский край;Муниципальное образование верхнего уровня;Город Краснодар;Город Краснодар;03701000;Городской округ, городской округ с внутригородским делением;Городской округ, городской округ с внутригородским делением;03701000;Без изменений;2010;2025;2024;20.0;Штука;Значение показателя за год;CD
44;Наличие основных строительных машин;Y49010010;Наличие основных строительных машин;Работы строительные специализированные;Погрузчики одноковшовые самоходные;CD;03;Краснодарский край;Муниципальное образование верхнего уровня;Город Краснодар;Город Краснодар;03701000;Городской округ, городской округ с внутригородским делением;Городской округ, городской округ с внутригородским делением;03701000;Без изменений;2010;2025;2024;21.0;Штука;Значение показателя за год;CD
44;Наличие основных строительных машин;Y49010010;Наличие основных строительных машин;Строительство зданий;Экскаваторы самоходные одноковшовые;CD;03;Краснодарский край;Муниципальное образование верхнего уровня;Город Краснодар;Город Краснодар;03701000;Городской округ, городской округ с внутригородским делением;Городской округ, городской округ с внутригородским делением;03701000;Без изменений;2010;2025;2024;27.0;Штука;Значение показателя за год;CD
44;Наличие основных строительных машин;Y49010010;Наличие основных строительных машин;Работы строительные специализированные;Автокраны;CD;03;Краснодарский край;Муниципальное образование верхнего уровня;Город Краснодар;Город Краснодар;03701000;Городской округ, городской округ с внутригородским делением;Городской округ, городской округ с внутригородским делением;03701000;Без изменений;2010;2025;2024;62.0;Штука;Значение показателя за год;CD
44;Наличие основных строительных машин;Y49010010;Наличие основных строительных машин;Строительство инженерных сооружений;Автокраны;CD;03;Краснодарский край;Муниципальное образование верхнего уровня;Город Краснодар;Город Краснодар;03701000;Городской округ, городской округ с внутригородским делением;Городской округ, городской округ с внутригородским делением;03701000;Без изменений;2010;2025;2024;29.0;Штука;Значение показателя за год;CD
44;Наличие основных строительных машин;Y49010010;Наличие основных строительных машин;Строительство зданий;Погрузчики одноковшовые самоходные;CD;03;Краснодарский край;Муниципальное образование верхнего уровня;Город Краснодар;Город Краснодар;03701000;Городской округ, городской округ с внутригородским делением;Городской округ, городской округ с внутригородским делением;03701000;Без изменений;2010;2025;2024;41.0;Штука;Значение показателя за год;CD
44;Наличие основных строительных машин;Y49010010;Наличие основных строительных машин;Строительство зданий;Бетономешалки или растворосмесители;CD;03;Краснодарский край;Муниципальное образование верхнего уровня;Город Краснодар;Город Краснодар;03701000;Городской округ, городской округ с внутригородским делением;Городской округ, городской округ с внутригородским делением;03701000;Без изменений;2010;2025;2024;18.0;Штука;Значение показателя за год;CD
44;Наличие основных строительных машин;Y49010010;Наличие основных строительных машин;Работы строительные специализированные;Бетономешалки или растворосмесители;CD;03;Краснодарский край;Муниципальное образование верхнего уровня;Город Краснодар;Город Краснодар;03701000;Городской округ, городской округ с внутригородским делением;Городской округ, городской округ с внутригородским делением;03701000;Без изменений;2010;2025;2024;11.0;Штука;Значение показателя за год;CD
44;Наличие основных строительных машин;Y49010010;Наличие основных строительных машин;Строительство инженерных сооружений;Бетономешалки или растворосмесители;CD;03;Краснодарский край;Муниципальное образование верхнего уровня;Город Краснодар;Город Краснодар;03701000;Городской округ, городской округ с внутригородским делением;Городской округ, городской округ с внутригородским делением;03701000;Без изменений;2010;2025;2024;8.0;Штука;Значение показателя за год;CD
44;Наличие основных строительных машин;Y49010010;Наличие основных строительных машин;Строительство инженерных сооружений;Экскаваторы самоходные одноковшовые;CD;03;Краснодарский край;Муниципальное образование верхнего уровня;Город Краснодар;Город Краснодар;03701000;Городской округ, городской округ с внутригородским делением;Городской округ, городской округ с внутригородским делением;03701000;Без изменений;2010;2025;2024;110.0;Штука;Значение показателя за год;CD
44;Наличие основных строительных машин;Y49010010;Наличие основных строительных машин;Работы строительные специализированные;Экскаваторы самоходные одноковшовые;CD;03;Краснодарский край;Муниципальное образование верхнего уровня;Город Краснодар;Город Краснодар;03701000;Городской округ, городской округ с внутригородским делением;Городской округ, городской округ с внутригородским делением;03701000;Без изменений;2010;2025;2024;78.0;Штука;Значение показателя за год;CD
44;Наличие основных строительных машин;Y49010010;Наличие основных строительных машин;Строительство инженерных сооружений;Грейдеры самоходные;CD;03;Краснодарский край;Муниципальное образование верхнего уровня;Город Краснодар;Город Краснодар;03701000;Городской округ, городской округ с внутригородским делением;Городской округ, городской округ с внутригородским делением;03701000;Без изменений;2010;2025;2024;19.0;Штука;Значение показателя за год;CD
44;Наличие основных строительных машин;Y49010010;Наличие основных строительных машин;Строительство инженерных сооружений;Погрузчики одноковшовые самоходные;CD;03;Краснодарский край;Муниципальное образование верхнего уровня;Город Краснодар;Город Краснодар;03701000;Городской округ, городской округ с внутригородским делением;Городской округ, городской округ с внутригородским делением;03701000;Без изменений;2010;2025;2024;38.0;Штука;Значение показателя за год;CD
44;Наличие основных строительных машин;Y49010010;Наличие основных строительных машин;Строительство инженерных сооружений;Погрузчики одноковшовые самоходные;CD;03;Краснодарский край;Муниципальное образование верхнего уровня;Город Армавир;Город Армавир;03705000;Городской округ, городской округ с внутригородским делением;Городской округ, городской округ с внутригородским делением;03705000;Без изменений;2010;2025;2024;42.0;Штука;Значение показателя за год;CD
44;Наличие основных строительных машин;Y49010010;Наличие основных строительных машин;Строительство инженерных сооружений;Грейдеры самоходные;CD;03;Краснодарский край;Муниципальное образование верхнего уровня;Город Армавир;Город Армавир;03705000;Городской округ, городской округ с внутригородским делением;Городской округ, городской округ с внутригородским делением;03705000;Без изменений;2010;2025;2024;25.0;Штука;Значение показателя за год;CD
44;Наличие основных строительных машин;Y49010010;Наличие основных строительных машин;Строительство инженерных сооружений;Катки дорожные самоходные;CD;03;Краснодарский край;Муниципальное образование верхнего уровня;Город Армавир;Город Армавир;03705000;Городской округ, городской округ с внутригородским делением;Городской округ, городской округ с внутригородским делением;03705000;Без изменений;2010;2025;2024;82.0;Штука;Значение показателя за год;CD
44;Наличие основных строительных машин;Y49010010;Наличие основных строительных машин;Строительство инженерных сооружений;Экскаваторы самоходные одноковшовые;CD;03;Краснодарский край;Муниципальное образование верхнего уровня;Город Армавир;Город Армавир;03705000;Городской округ, городской округ с внутригородским делением;Городской округ, городской округ с внутригородским делением;03705000;Без изменений;2010;2025;2024;50.0;Штука;Значение показателя за год;CD
44;Наличие основных строительных машин;Y49010010;Наличие основных строительных машин;Строительство инженерных сооружений;Бульдозеры и бульдозеры с поворотным отвалом;CD;03;Краснодарский край;Муниципальное образование верхнего уровня;Город Армавир;Город Армавир;03705000;Городской округ, городской округ с внутригородским делением;Городской округ, городской округ с внутригородским делением;03705000;Без изменений;2010;2025;2024;11.0;Штука;Значение показателя за год;CD
44;Наличие основных строительных машин;Y49010010;Наличие основных строительных машин;Строительство зданий;Экскаваторы самоходные одноковшовые;CD;03;Краснодарский край;Муниципальное образование верхнего уровня;Город-курорт Геленджик;Город-курорт Геленджик;03708000;Городской округ, городской округ с внутригородским делением;Городской округ, городской округ с внутригородским делением;03708000;Без изменений;2010;2025;2024;20.0;Штука;Значение показателя за год;CD
44;Наличие основных строительных машин;Y49010010;Наличие основных строительных машин;Строительство зданий;Погрузчики одноковшовые самоходные;CD;03;Краснодарский край;Муниципальное образование верхнего уровня;Город-курорт Геленджик;Город-курорт Геленджик;03708000;Городской округ, городской округ с внутригородским делением;Городской округ, городской округ с внутригородским делением;03708000;Без изменений;2010;2025;2024;16.0;Штука;Значение показателя за год;CD
44;Наличие основных строительных машин;Y49010010;Наличие основных строительных машин;Строительство зданий;Краны башенные строительные;CD;03;Краснодарский край;Муниципальное образование верхнего уровня;Город-курорт Геленджик;Город-курорт Геленджик;03708000;Городской округ, городской округ с внутригородским делением;Городской округ, городской округ с внутригородским делением;03708000;Без изменений;2010;2025;2024;8.0;Штука;Значение показателя за год;CD
44;Наличие основных строительных машин;Y49010010;Наличие основных строительных машин;Строительство зданий;Краны передвижные;CD;03;Краснодарский край;Муниципальное образование верхнего уровня;Город-курорт Геленджик;Город-курорт Геленджик;03708000;Городской округ, городской округ с внутригородским делением;Городской округ, городской округ с внутригородским делением;03708000;Без изменений;2010;2025;2024;8.0;Штука;Значение показателя за год;CD
44;Наличие основных строительных машин;Y49010010;Наличие основных строительных машин;Строительство инженерных сооружений;Экскаваторы самоходные одноковшовые;CD;03;Краснодарский край;Муниципальное образование верхнего уровня;Город Новороссийск;Город Новороссийск;03720000;Городской округ, городской округ с внутригородским делением;Городской округ, городской округ с внутригородским делением;03720000;Без изменений;2010;2025;2024;44.0;Штука;Значение показателя за год;CD
44;Наличие основных строительных машин;Y49010010;Наличие основных строительных машин;Строительство инженерных сооружений;Краны передвижные;CD;03;Краснодарский край;Муниципальное образование верхнего уровня;Город Новороссийск;Город Новороссийск;03720000;Городской округ, городской округ с внутригородским делением;Городской округ, городской округ с внутригородским делением;03720000;Без изменений;2010;2025;2024;21.0;Штука;Значение показателя за год;CD
44;Наличие основных строительных машин;Y49010010;Наличие основных строительных машин;Строительство инженерных сооружений;Погрузчики одноковшовые самоходные;CD;03;Краснодарский край;Муниципальное образование верхнего уровня;Город Новороссийск;Город Новороссийск;03720000;Городской округ, городской округ с внутригородским делением;Городской округ, городской округ с внутригородским делением;03720000;Без изменений;2010;2025;2024;14.0;Штука;Значение показателя за год;CD
44;Наличие основных строительных машин;Y49010010;Наличие основных строительных машин;Строительство инженерных сооружений;Автокраны;CD;03;Краснодарский край;Муниципальное образование верхнего уровня;Город Новороссийск;Город Новороссийск;03720000;Городской округ, городской округ с внутригородским делением;Городской округ, городской округ с внутригородским делением;03720000;Без изменений;2010;2025;2024;27.0;Штука;Значение показателя за год;CD
44;Наличие основных строительных машин;Y49010010;Наличие основных строительных машин;Строительство зданий;Машины бурильные;CD;03;Краснодарский край;Муниципальное образование верхнего уровня;Город-курорт Сочи;Город-курорт Сочи;03726000;Городской округ, городской округ с внутригородским делением;Городской округ, городской округ с внутригородским делением;03726000;Выделение;2010;2025;2024;7.0;Штука;Значение показателя за год;CD
44;Наличие основных строительных машин;Y49010010;Наличие основных строительных машин;Строительство зданий;Погрузчики одноковшовые самоходные;CD;03;Краснодарский край;Муниципальное образование верхнего уровня;Город-курорт Сочи;Город-курорт Сочи;03726000;Городской округ, городской округ с внутригородским делением;Городской округ, городской округ с внутригородским делением;03726000;Выделение;2010;2025;2024;34.0;Штука;Значение показателя за год;CD
44;Наличие основных строительных машин;Y49010010;Наличие основных строительных машин;Строительство зданий;Бетономешалки или растворосмесители;CD;03;Краснодарский край;Муниципальное образование верхнего уровня;Город-курорт Сочи;Город-курорт Сочи;03726000;Городской округ, городской округ с внутригородским делением;Городской округ, городской округ с внутригородским делением;03726000;Выделение;2010;2025;2024;15.0;Штука;Значение показателя за год;CD
44;Наличие основных строительных машин;Y49010010;Наличие основных строительных машин;Строительство зданий;Экскаваторы самоходные одноковшовые;CD;03;Краснодарский край;Муниципальное образование верхнего уровня;Город-курорт Сочи;Город-курорт Сочи;03726000;Городской округ, городской округ с внутригородским делением;Городской округ, городской округ с внутригородским делением;03726000;Выделение;2010;2025;2024;50.0;Штука;Значение показателя за год;CD
44;Наличие основных строительных машин;Y49010010;Наличие основных строительных машин;Строительство зданий;Автокраны;CD;03;Краснодарский край;Муниципальное образование верхнего уровня;Город-курорт Сочи;Город-курорт Сочи;03726000;Городской округ, городской округ с внутригородским делением;Городской округ, городской округ с внутригородским делением;03726000;Выделение;2010;2025;2024;25.0;Штука;Значение показателя за год;CD
44;Наличие основных строительных машин;Y49010010;Наличие основных строительных машин;Работы строительные специализированные;Автокраны;CD;04;Красноярский край;Муниципальное образование верхнего уровня;Северо-Енисейский муниципальный район;Северо-Енисейский муниципальный район;04649000;Муниципальный район;Муниципальный район;04649000;Без изменений;2010;2025;2024;7.0;Штука;Значение показателя за год;CD
44;Наличие основных строительных машин;Y49010010;Наличие основных строительных машин;Работы строительные специализированные;Погрузчики одноковшовые самоходные;CD;04;Красноярский край;Муниципальное образование верхнего уровня;Северо-Енисейский муниципальный район;Северо-Енисейский муниципальный район;04649000;Муниципальный район;Муниципальный район;04649000;Без изменений;2010;2025;2024;11.0;Штука;Значение показателя за год;CD
44;Наличие основных строительных машин;Y49010010;Наличие основных строительных машин;Работы строительные специализированные;Бетономешалки или растворосмесители;CD;04;Красноярский край;Муниципальное образование верхнего уровня;Северо-Енисейский муниципальный район;Северо-Енисейский муниципальный район;04649000;Муниципальный район;Муниципальный район;04649000;Без изменений;2010;2025;2024;2.0;Штука;Значение показателя за год;CD
44;Наличие основных строительных машин;Y49010010;Наличие основных строительных машин;Работы строительные специализированные;Катки дорожные самоходные;CD;04;Красноярский край;Муниципальное образование верхнего уровня;Северо-Енисейский муниципальный район;Северо-Енисейский муниципальный район;04649000;Муниципальный район;Муниципальный район;04649000;Без изменений;2010;2025;2024;1.0;Штука;Значение показателя за год;CD
44;Наличие основных строительных машин;Y49010010;Наличие основных строительных машин;Работы строительные специализированные;Экскаваторы самоходные одноковшовые;CD;04;Красноярский край;Муниципальное образование верхнего уровня;Северо-Енисейский муниципальный район;Северо-Енисейский муниципальный район;04649000;Муниципальный район;Муниципальный район;04649000;Без изменений;2010;2025;2024;4.0;Штука;Значение показателя за год;CD
44;Наличие основных строительных машин;Y49010010;Наличие основных строительных машин;Работы строительные специализированные;Бульдозеры и бульдозеры с поворотным отвалом;CD;04;Красноярский край;Муниципальное образование верхнего уровня;Северо-Енисейский муниципальный район;Северо-Енисейский муниципальный район;04649000;Муниципальный район;Муниципальный район;04649000;Без изменений;2010;2025;2024;4.0;Штука;Значение показателя за год;CD
44;Наличие основных строительных машин;Y49010010;Наличие основных строительных машин;Работы строительные специализированные;Грейдеры самоходные;CD;04;Красноярский край;Муниципальное образование верхнего уровня;Северо-Енисейский муниципальный район;Северо-Енисейский муниципальный район;04649000;Муниципальный район;Муниципальный район;04649000;Без изменений;2010;2025;2024;3.0;Штука;Значение показателя за год;CD
44;Наличие основных строительных машин;Y49010010;Наличие основных строительных машин;Работы строительные специализированные;Погрузчики одноковшовые самоходные;CD;04;Красноярский край;Муниципальное образование верхнего уровня;Эвенкийский муниципальный район;Эвенкийский муниципальный район;04650000;Муниципальный район;Муниципальный район;04650000;Без изменений;2010;2025;2024;13.0;Штука;Значение показателя за год;CD
44;Наличие основных строительных машин;Y49010010;Наличие основных строительных машин;Работы строительные специализированные;Бетономешалки или растворосмесители;CD;04;Красноярский край;Муниципальное образование верхнего уровня;Эвенкийский муниципальный район;Эвенкийский муниципальный район;04650000;Муниципальный район;Муниципальный район;04650000;Без изменений;2010;2025;2024;6.0;Штука;Значение показателя за год;CD
44;Наличие основных строительных машин;Y49010010;Наличие основных строительных машин;Работы строительные специализированные;Грейдеры самоходные;CD;04;Красноярский край;Муниципальное образование верхнего уровня;Эвенкийский муниципальный район;Эвенкийский муниципальный район;04650000;Муниципальный район;Муниципальный район;04650000;Без изменений;2010;2025;2024;11.0;Штука;Значение показателя за год;CD
44;Наличие основных строительных машин;Y49010010;Наличие основных строительных машин;Работы строительные специализированные;Автокраны;CD;04;Красноярский край;Муниципальное образование верхнего уровня;Эвенкийский муниципальный район;Эвенкийский муниципальный район;04650000;Муниципальный район;Муниципальный район;04650000;Без изменений;2010;2025;2024;14.0;Штука;Значение показателя за год;CD
44;Наличие основных строительных машин;Y49010010;Наличие основных строительных машин;Работы строительные специализированные;Экскаваторы самоходные одноковшовые;CD;04;Красноярский край;Муниципальное образование верхнего уровня;Эвенкийский муниципальный район;Эвенкийский муниципальный район;04650000;Муниципальный район;Муниципальный район;04650000;Без изменений;2010;2025;2024;43.0;Штука;Значение показателя за год;CD
44;Наличие основных строительных машин;Y49010010;Наличие основных строительных машин;Работы строительные специализированные;Бульдозеры и бульдозеры с поворотным отвалом;CD;04;Красноярский край;Муниципальное образование верхнего уровня;Эвенкийский муниципальный район;Эвенкийский муниципальный район;04650000;Муниципальный район;Муниципальный район;04650000;Без изменений;2010;2025;2024;32.0;Штука;Значение показателя за год;CD
44;Наличие основных строительных машин;Y49010010;Наличие основных строительных машин;Работы строительные специализированные;Бетономешалки или растворосмесители;CD;04;Красноярский край;Муниципальное образование нижнего уровня;Эвенкийский муниципальный район;Село Байкит;04650405;Сельское поселение;Сельское поселение;CD;CD;CD;CD;2024;6.0;Штука;Значение показателя за год;CD
44;Наличие основных строительных машин;Y49010010;Наличие основных строительных машин;Работы строительные специализированные;Автокраны;CD;04;Красноярский край;Муниципальное образование нижнего уровня;Эвенкийский муниципальный район;Село Байкит;04650405;Сельское поселение;Сельское поселение;CD;CD;CD;CD;2024;14.0;Штука;Значение показателя за год;CD
44;Наличие основных строительных машин;Y49010010;Наличие основных строительных машин;Работы строительные специализированные;Бульдозеры и бульдозеры с поворотным отвалом;CD;04;Красноярский край;Муниципальное образование нижнего уровня;Эвенкийский муниципальный район;Село Байкит;04650405;Сельское поселение;Сельское поселение;CD;CD;CD;CD;2024;32.0;Штука;Значение показателя за год;CD
44;Наличие основных строительных машин;Y49010010;Наличие основных строительных машин;Работы строительные специализированные;Грейдеры самоходные;CD;04;Красноярский край;Муниципальное образование нижнего уровня;Эвенкийский муниципальный район;Село Байкит;04650405;Сельское поселение;Сельское поселение;CD;CD;CD;CD;2024;11.0;Штука;Значение показателя за год;CD
44;Наличие основных строительных машин;Y49010010;Наличие основных строительных машин;Работы строительные специализированные;Экскаваторы самоходные одноковшовые;CD;04;Красноярский край;Муниципальное образование нижнего уровня;Эвенкийский муниципальный район;Село Байкит;04650405;Сельское поселение;Сельское поселение;CD;CD;CD;CD;2024;43.0;Штука;Значение показателя за год;CD
44;Наличие основных строительных машин;Y49010010;Наличие основных строительных машин;Работы строительные специализированные;Погрузчики одноковшовые самоходные;CD;04;Красноярский край;Муниципальное образование нижнего уровня;Эвенкийский муниципальный район;Село Байкит;04650405;Сельское поселение;Сельское поселение;CD;CD;CD;CD;2024;13.0;Штука;Значение показателя за год;CD
44;Наличие основных строительных машин;Y49010010;Наличие основных строительных машин;Работы строительные специализированные;Автокраны;CD;04;Красноярский край;Муниципальное образование верхнего уровня;Таймырский Долгано-Ненецкий муниципальный район;Таймырский Долгано-Ненецкий муниципальный район;04653000;Муниципальный район;Муниципальный район;04653000;Без изменений;2010;2025;2024;19.0;Штука;Значение показателя за год;CD
44;Наличие основных строительных машин;Y49010010;Наличие основных строительных машин;Строительство инженерных сооружений;Погрузчики одноковшовые самоходные;CD;04;Красноярский край;Муниципальное образование верхнего уровня;Таймырский Долгано-Ненецкий муниципальный район;Таймырский Долгано-Ненецкий муниципальный район;04653000;Муниципальный район;Муниципальный район;04653000;Без изменений;2010;2025;2024;41.0;Штука;Значение показателя за год;CD
