indicator_section_code;indicator_section;indicator_code;indicator_name;region_id;region_name;mun_level;mun_district;municipality;oktmo;mun_type;mun_type_oktmo;oktmo_stable;oktmo_history;oktmo_year_from;oktmo_year_to;year;indicator_value;indicator_unit;indicator_period;comment
12;Социальная поддержка населения;Y48012001;Число семей, получавших субсидии на оплату жилого помещения и коммунальных услуг;01;Алтайский край;Муниципальное образование верхнего уровня;Алейский муниципальный район;Алейский муниципальный район;01601000;Муниципальный район;Муниципальный район;01601000;Без изменений;2010;2025;2006;754.0;Единица;Январь-декабрь;CD
12;Социальная поддержка населения;Y48012001;Число семей, получавших субсидии на оплату жилого помещения и коммунальных услуг;01;Алтайский край;Муниципальное образование верхнего уровня;Алейский муниципальный район;Алейский муниципальный район;01601000;Муниципальный район;Муниципальный район;01601000;Без изменений;2010;2025;2007;1442.0;Единица;Значение показателя за год;CD
12;Социальная поддержка населения;Y48012001;Число семей, получавших субсидии на оплату жилого помещения и коммунальных услуг;01;Алтайский край;Муниципальное образование верхнего уровня;Алейский муниципальный район;Алейский муниципальный район;01601000;Муниципальный район;Муниципальный район;01601000;Без изменений;2010;2025;2008;1133.0;Единица;Значение показателя за год;CD
12;Социальная поддержка населения;Y48012001;Число семей, получавших субсидии на оплату жилого помещения и коммунальных услуг;01;Алтайский край;Муниципальное образование верхнего уровня;Алейский муниципальный район;Алейский муниципальный район;01601000;Муниципальный район;Муниципальный район;01601000;Без изменений;2010;2025;2009;1114.0;Единица;Январь-декабрь;CD
12;Социальная поддержка населения;Y48012001;Число семей, получавших субсидии на оплату жилого помещения и коммунальных услуг;01;Алтайский край;Муниципальное образование верхнего уровня;Алейский муниципальный район;Алейский муниципальный район;01601000;Муниципальный район;Муниципальный район;01601000;Без изменений;2010;2025;2010;969.0;Единица;Январь-декабрь;CD
12;Социальная поддержка населения;Y48012001;Число семей, получавших субсидии на оплату жилого помещения и коммунальных услуг;01;Алтайский край;Муниципальное образование верхнего уровня;Алейский муниципальный район;Алейский муниципальный район;01601000;Муниципальный район;Муниципальный район;01601000;Без изменений;2010;2025;2011;894.0;Единица;Январь-декабрь;CD
12;Социальная поддержка населения;Y48012001;Число семей, получавших субсидии на оплату жилого помещения и коммунальных услуг;01;Алтайский край;Муниципальное образование верхнего уровня;Алейский муниципальный район;Алейский муниципальный район;01601000;Муниципальный район;Муниципальный район;01601000;Без изменений;2010;2025;2012;790.0;Единица;Январь-июнь;CD
12;Социальная поддержка населения;Y48012001;Число семей, получавших субсидии на оплату жилого помещения и коммунальных услуг;01;Алтайский край;Муниципальное образование верхнего уровня;Алейский муниципальный район;Алейский муниципальный район;01601000;Муниципальный район;Муниципальный район;01601000;Без изменений;2010;2025;2012;824.0;Единица;Январь-сентябрь;CD
12;Социальная поддержка населения;Y48012001;Число семей, получавших субсидии на оплату жилого помещения и коммунальных услуг;01;Алтайский край;Муниципальное образование верхнего уровня;Алейский муниципальный район;Алейский муниципальный район;01601000;Муниципальный район;Муниципальный район;01601000;Без изменений;2010;2025;2012;750.0;Единица;Январь-март;CD
12;Социальная поддержка населения;Y48012001;Число семей, получавших субсидии на оплату жилого помещения и коммунальных услуг;01;Алтайский край;Муниципальное образование верхнего уровня;Алейский муниципальный район;Алейский муниципальный район;01601000;Муниципальный район;Муниципальный район;01601000;Без изменений;2010;2025;2012;884.0;Единица;Январь-декабрь;CD
12;Социальная поддержка населения;Y48012001;Число семей, получавших субсидии на оплату жилого помещения и коммунальных услуг;01;Алтайский край;Муниципальное образование верхнего уровня;Алейский муниципальный район;Алейский муниципальный район;01601000;Муниципальный район;Муниципальный район;01601000;Без изменений;2010;2025;2013;734.0;Единица;Январь-сентябрь;CD
12;Социальная поддержка населения;Y48012001;Число семей, получавших субсидии на оплату жилого помещения и коммунальных услуг;01;Алтайский край;Муниципальное образование верхнего уровня;Алейский муниципальный район;Алейский муниципальный район;01601000;Муниципальный район;Муниципальный район;01601000;Без изменений;2010;2025;2013;689.0;Единица;Январь-март;CD
12;Социальная поддержка населения;Y48012001;Число семей, получавших субсидии на оплату жилого помещения и коммунальных услуг;01;Алтайский край;Муниципальное образование верхнего уровня;Алейский муниципальный район;Алейский муниципальный район;01601000;Муниципальный район;Муниципальный район;01601000;Без изменений;2010;2025;2013;798.0;Единица;Январь-декабрь;CD
12;Социальная поддержка населения;Y48012001;Число семей, получавших субсидии на оплату жилого помещения и коммунальных услуг;01;Алтайский край;Муниципальное образование верхнего уровня;Алейский муниципальный район;Алейский муниципальный район;01601000;Муниципальный район;Муниципальный район;01601000;Без изменений;2010;2025;2013;710.0;Единица;Январь-июнь;CD
12;Социальная поддержка населения;Y48012001;Число семей, получавших субсидии на оплату жилого помещения и коммунальных услуг;01;Алтайский край;Муниципальное образование верхнего уровня;Алейский муниципальный район;Алейский муниципальный район;01601000;Муниципальный район;Муниципальный район;01601000;Без изменений;2010;2025;2014;608.0;Единица;Январь-июнь;CD
12;Социальная поддержка населения;Y48012001;Число семей, получавших субсидии на оплату жилого помещения и коммунальных услуг;01;Алтайский край;Муниципальное образование верхнего уровня;Алейский муниципальный район;Алейский муниципальный район;01601000;Муниципальный район;Муниципальный район;01601000;Без изменений;2010;2025;2014;629.0;Единица;Январь-сентябрь;CD
12;Социальная поддержка населения;Y48012001;Число семей, получавших субсидии на оплату жилого помещения и коммунальных услуг;01;Алтайский край;Муниципальное образование верхнего уровня;Алейский муниципальный район;Алейский муниципальный район;01601000;Муниципальный район;Муниципальный район;01601000;Без изменений;2010;2025;2014;592.0;Единица;Январь-март;CD
12;Социальная поддержка населения;Y48012001;Число семей, получавших субсидии на оплату жилого помещения и коммунальных услуг;01;Алтайский край;Муниципальное образование нижнего уровня;Алейский муниципальный район;Алейский сельсовет;01601402;Сельское поселение;Сельское поселение;CD;CD;CD;CD;2007;63.0;Единица;Значение показателя за год;CD
12;Социальная поддержка населения;Y48012001;Число семей, получавших субсидии на оплату жилого помещения и коммунальных услуг;01;Алтайский край;Муниципальное образование нижнего уровня;Алейский муниципальный район;Алейский сельсовет;01601402;Сельское поселение;Сельское поселение;CD;CD;CD;CD;2008;46.0;Единица;Значение показателя за год;CD
12;Социальная поддержка населения;Y48012001;Число семей, получавших субсидии на оплату жилого помещения и коммунальных услуг;01;Алтайский край;Муниципальное образование нижнего уровня;Алейский муниципальный район;Александровский сельсовет;01601404;Сельское поселение;Сельское поселение;CD;CD;CD;CD;2007;35.0;Единица;Значение показателя за год;CD
12;Социальная поддержка населения;Y48012001;Число семей, получавших субсидии на оплату жилого помещения и коммунальных услуг;01;Алтайский край;Муниципальное образование нижнего уровня;Алейский муниципальный район;Александровский сельсовет;01601404;Сельское поселение;Сельское поселение;CD;CD;CD;CD;2008;20.0;Единица;Значение показателя за год;CD
12;Социальная поддержка населения;Y48012001;Число семей, получавших субсидии на оплату жилого помещения и коммунальных услуг;01;Алтайский край;Муниципальное образование нижнего уровня;Алейский муниципальный район;Безголосовский сельсовет;01601408;Сельское поселение;Сельское поселение;CD;CD;CD;CD;2007;45.0;Единица;Значение показателя за год;CD
12;Социальная поддержка населения;Y48012001;Число семей, получавших субсидии на оплату жилого помещения и коммунальных услуг;01;Алтайский край;Муниципальное образование нижнего уровня;Алейский муниципальный район;Безголосовский сельсовет;01601408;Сельское поселение;Сельское поселение;CD;CD;CD;CD;2008;23.0;Единица;Значение показателя за год;CD
12;Социальная поддержка населения;Y48012001;Число семей, получавших субсидии на оплату жилого помещения и коммунальных услуг;01;Алтайский край;Муниципальное образование нижнего уровня;Алейский муниципальный район;Большепанюшевский сельсовет;01601413;Сельское поселение;Сельское поселение;CD;CD;CD;CD;2007;56.0;Единица;Значение показателя за год;CD
12;Социальная поддержка населения;Y48012001;Число семей, получавших субсидии на оплату жилого помещения и коммунальных услуг;01;Алтайский край;Муниципальное образование нижнего уровня;Алейский муниципальный район;Большепанюшевский сельсовет;01601413;Сельское поселение;Сельское поселение;CD;CD;CD;CD;2008;28.0;Единица;Значение показателя за год;CD
12;Социальная поддержка населения;Y48012001;Число семей, получавших субсидии на оплату жилого помещения и коммунальных услуг;01;Алтайский край;Муниципальное образование нижнего уровня;Алейский муниципальный район;Боровской сельсовет;01601417;Сельское поселение;Сельское поселение;CD;CD;CD;CD;2007;149.0;Единица;Значение показателя за год;CD
12;Социальная поддержка населения;Y48012001;Число семей, получавших субсидии на оплату жилого помещения и коммунальных услуг;01;Алтайский край;Муниципальное образование нижнего уровня;Алейский муниципальный район;Боровской сельсовет;01601417;Сельское поселение;Сельское поселение;CD;CD;CD;CD;2008;94.0;Единица;Значение показателя за год;CD
12;Социальная поддержка населения;Y48012001;Число семей, получавших субсидии на оплату жилого помещения и коммунальных услуг;01;Алтайский край;Муниципальное образование нижнего уровня;Алейский муниципальный район;Ветельский сельсовет;01601419;Сельское поселение;Сельское поселение;CD;CD;CD;CD;2007;49.0;Единица;Значение показателя за год;CD
12;Социальная поддержка населения;Y48012001;Число семей, получавших субсидии на оплату жилого помещения и коммунальных услуг;01;Алтайский край;Муниципальное образование нижнего уровня;Алейский муниципальный район;Ветельский сельсовет;01601419;Сельское поселение;Сельское поселение;CD;CD;CD;CD;2008;23.0;Единица;Значение показателя за год;CD
12;Социальная поддержка населения;Y48012001;Число семей, получавших субсидии на оплату жилого помещения и коммунальных услуг;01;Алтайский край;Муниципальное образование нижнего уровня;Алейский муниципальный район;Дружбинский сельсовет;01601420;Сельское поселение;Сельское поселение;CD;CD;CD;CD;2007;66.0;Единица;Значение показателя за год;CD
12;Социальная поддержка населения;Y48012001;Число семей, получавших субсидии на оплату жилого помещения и коммунальных услуг;01;Алтайский край;Муниципальное образование нижнего уровня;Алейский муниципальный район;Дружбинский сельсовет;01601420;Сельское поселение;Сельское поселение;CD;CD;CD;CD;2008;57.0;Единица;Значение показателя за год;CD
12;Социальная поддержка населения;Y48012001;Число семей, получавших субсидии на оплату жилого помещения и коммунальных услуг;01;Алтайский край;Муниципальное образование нижнего уровня;Алейский муниципальный район;Дубровский сельсовет;01601423;Сельское поселение;Сельское поселение;CD;CD;CD;CD;2007;89.0;Единица;Значение показателя за год;CD
12;Социальная поддержка населения;Y48012001;Число семей, получавших субсидии на оплату жилого помещения и коммунальных услуг;01;Алтайский край;Муниципальное образование нижнего уровня;Алейский муниципальный район;Дубровский сельсовет;01601423;Сельское поселение;Сельское поселение;CD;CD;CD;CD;2008;97.0;Единица;Значение показателя за год;CD
12;Социальная поддержка населения;Y48012001;Число семей, получавших субсидии на оплату жилого помещения и коммунальных услуг;01;Алтайский край;Муниципальное образование нижнего уровня;Алейский муниципальный район;Заветильичёвский сельсовет;01601426;Сельское поселение;Сельское поселение;CD;CD;CD;CD;2007;104.0;Единица;Значение показателя за год;CD
12;Социальная поддержка населения;Y48012001;Число семей, получавших субсидии на оплату жилого помещения и коммунальных услуг;01;Алтайский край;Муниципальное образование нижнего уровня;Алейский муниципальный район;Заветильичёвский сельсовет;01601426;Сельское поселение;Сельское поселение;CD;CD;CD;CD;2008;92.0;Единица;Значение показателя за год;CD
12;Социальная поддержка населения;Y48012001;Число семей, получавших субсидии на оплату жилого помещения и коммунальных услуг;01;Алтайский край;Муниципальное образование нижнего уровня;Алейский муниципальный район;Кабаковский сельсовет;01601430;Сельское поселение;Сельское поселение;CD;CD;CD;CD;2007;50.0;Единица;Значение показателя за год;CD
12;Социальная поддержка населения;Y48012001;Число семей, получавших субсидии на оплату жилого помещения и коммунальных услуг;01;Алтайский край;Муниципальное образование нижнего уровня;Алейский муниципальный район;Кабаковский сельсовет;01601430;Сельское поселение;Сельское поселение;CD;CD;CD;CD;2008;47.0;Единица;Значение показателя за год;CD
12;Социальная поддержка населения;Y48012001;Число семей, получавших субсидии на оплату жилого помещения и коммунальных услуг;01;Алтайский край;Муниципальное образование нижнего уровня;Алейский муниципальный район;Кашинский сельсовет;01601432;Сельское поселение;Сельское поселение;CD;CD;CD;CD;2007;63.0;Единица;Значение показателя за год;CD
12;Социальная поддержка населения;Y48012001;Число семей, получавших субсидии на оплату жилого помещения и коммунальных услуг;01;Алтайский край;Муниципальное образование нижнего уровня;Алейский муниципальный район;Кашинский сельсовет;01601432;Сельское поселение;Сельское поселение;CD;CD;CD;CD;2008;65.0;Единица;Значение показателя за год;CD
12;Социальная поддержка населения;Y48012001;Число семей, получавших субсидии на оплату жилого помещения и коммунальных услуг;01;Алтайский край;Муниципальное образование нижнего уровня;Алейский муниципальный район;Кировский сельсовет;01601438;Сельское поселение;Сельское поселение;CD;CD;CD;CD;2007;143.0;Единица;Значение показателя за год;CD
12;Социальная поддержка населения;Y48012001;Число семей, получавших субсидии на оплату жилого помещения и коммунальных услуг;01;Алтайский край;Муниципальное образование нижнего уровня;Алейский муниципальный район;Кировский сельсовет;01601438;Сельское поселение;Сельское поселение;CD;CD;CD;CD;2008;116.0;Единица;Значение показателя за год;CD
12;Социальная поддержка населения;Y48012001;Число семей, получавших субсидии на оплату жилого помещения и коммунальных услуг;01;Алтайский край;Муниципальное образование нижнего уровня;Алейский муниципальный район;Краснопартизанский сельсовет;01601440;Сельское поселение;Сельское поселение;CD;CD;CD;CD;2007;58.0;Единица;Значение показателя за год;CD
12;Социальная поддержка населения;Y48012001;Число семей, получавших субсидии на оплату жилого помещения и коммунальных услуг;01;Алтайский край;Муниципальное образование нижнего уровня;Алейский муниципальный район;Краснопартизанский сельсовет;01601440;Сельское поселение;Сельское поселение;CD;CD;CD;CD;2008;52.0;Единица;Значение показателя за год;CD
12;Социальная поддержка населения;Y48012001;Число семей, получавших субсидии на оплату жилого помещения и коммунальных услуг;01;Алтайский край;Муниципальное образование нижнего уровня;Алейский муниципальный район;Малиновский сельсовет;01601460;Сельское поселение;Сельское поселение;CD;CD;CD;CD;2007;55.0;Единица;Значение показателя за год;CD
12;Социальная поддержка населения;Y48012001;Число семей, получавших субсидии на оплату жилого помещения и коммунальных услуг;01;Алтайский край;Муниципальное образование нижнего уровня;Алейский муниципальный район;Малиновский сельсовет;01601460;Сельское поселение;Сельское поселение;CD;CD;CD;CD;2008;51.0;Единица;Значение показателя за год;CD
12;Социальная поддержка населения;Y48012001;Число семей, получавших субсидии на оплату жилого помещения и коммунальных услуг;01;Алтайский край;Муниципальное образование нижнего уровня;Алейский муниципальный район;Моховской сельсовет;01601464;Сельское поселение;Сельское поселение;CD;CD;CD;CD;2007;57.0;Единица;Значение показателя за год;CD
12;Социальная поддержка населения;Y48012001;Число семей, получавших субсидии на оплату жилого помещения и коммунальных услуг;01;Алтайский край;Муниципальное образование нижнего уровня;Алейский муниципальный район;Моховской сельсовет;01601464;Сельское поселение;Сельское поселение;CD;CD;CD;CD;2008;38.0;Единица;Значение показателя за год;CD
12;Социальная поддержка населения;Y48012001;Число семей, получавших субсидии на оплату жилого помещения и коммунальных услуг;01;Алтайский край;Муниципальное образование нижнего уровня;Алейский муниципальный район;Осколковский сельсовет;01601468;Сельское поселение;Сельское поселение;CD;CD;CD;CD;2007;72.0;Единица;Значение показателя за год;CD
12;Социальная поддержка населения;Y48012001;Число семей, получавших субсидии на оплату жилого помещения и коммунальных услуг;01;Алтайский край;Муниципальное образование нижнего уровня;Алейский муниципальный район;Осколковский сельсовет;01601468;Сельское поселение;Сельское поселение;CD;CD;CD;CD;2008;58.0;Единица;Значение показателя за год;CD
12;Социальная поддержка населения;Y48012001;Число семей, получавших субсидии на оплату жилого помещения и коммунальных услуг;01;Алтайский край;Муниципальное образование нижнего уровня;Алейский муниципальный район;Плотавский сельсовет;01601473;Сельское поселение;Сельское поселение;CD;CD;CD;CD;2007;37.0;Единица;Значение показателя за год;CD
12;Социальная поддержка населения;Y48012001;Число семей, получавших субсидии на оплату жилого помещения и коммунальных услуг;01;Алтайский край;Муниципальное образование нижнего уровня;Алейский муниципальный район;Плотавский сельсовет;01601473;Сельское поселение;Сельское поселение;CD;CD;CD;CD;2008;28.0;Единица;Значение показателя за год;CD
12;Социальная поддержка населения;Y48012001;Число семей, получавших субсидии на оплату жилого помещения и коммунальных услуг;01;Алтайский край;Муниципальное образование нижнего уровня;Алейский муниципальный район;Савинский сельсовет;01601475;Сельское поселение;Сельское поселение;CD;CD;CD;CD;2007;40.0;Единица;Значение показателя за год;CD
12;Социальная поддержка населения;Y48012001;Число семей, получавших субсидии на оплату жилого помещения и коммунальных услуг;01;Алтайский край;Муниципальное образование нижнего уровня;Алейский муниципальный район;Савинский сельсовет;01601475;Сельское поселение;Сельское поселение;CD;CD;CD;CD;2008;32.0;Единица;Значение показателя за год;CD
12;Социальная поддержка населения;Y48012001;Число семей, получавших субсидии на оплату жилого помещения и коммунальных услуг;01;Алтайский край;Муниципальное образование нижнего уровня;Алейский муниципальный район;Совхозный сельсовет;01601477;Сельское поселение;Сельское поселение;CD;CD;CD;CD;2007;54.0;Единица;Значение показателя за год;CD
12;Социальная поддержка населения;Y48012001;Число семей, получавших субсидии на оплату жилого помещения и коммунальных услуг;01;Алтайский край;Муниципальное образование нижнего уровня;Алейский муниципальный район;Совхозный сельсовет;01601477;Сельское поселение;Сельское поселение;CD;CD;CD;CD;2008;55.0;Единица;Значение показателя за год;CD
12;Социальная поддержка населения;Y48012001;Число семей, получавших субсидии на оплату жилого помещения и коммунальных услуг;01;Алтайский край;Муниципальное образование нижнего уровня;Алейский муниципальный район;Урюпинский сельсовет;01601485;Сельское поселение;Сельское поселение;CD;CD;CD;CD;2007;63.0;Единица;Значение показателя за год;CD
12;Социальная поддержка населения;Y48012001;Число семей, получавших субсидии на оплату жилого помещения и коммунальных услуг;01;Алтайский край;Муниципальное образование нижнего уровня;Алейский муниципальный район;Урюпинский сельсовет;01601485;Сельское поселение;Сельское поселение;CD;CD;CD;CD;2008;51.0;Единица;Значение показателя за год;CD
12;Социальная поддержка населения;Y48012001;Число семей, получавших субсидии на оплату жилого помещения и коммунальных услуг;01;Алтайский край;Муниципальное образование нижнего уровня;Алейский муниципальный район;Фрунзенский сельсовет;01601496;Сельское поселение;Сельское поселение;CD;CD;CD;CD;2007;35.0;Единица;Значение показателя за год;CD
12;Социальная поддержка населения;Y48012001;Число семей, получавших субсидии на оплату жилого помещения и коммунальных услуг;01;Алтайский край;Муниципальное образование нижнего уровня;Алейский муниципальный район;Фрунзенский сельсовет;01601496;Сельское поселение;Сельское поселение;CD;CD;CD;CD;2008;29.0;Единица;Значение показателя за год;CD
12;Социальная поддержка населения;Y48012001;Число семей, получавших субсидии на оплату жилого помещения и коммунальных услуг;01;Алтайский край;Муниципальное образование нижнего уровня;Алейский муниципальный район;Чапаевский сельсовет;01601498;Сельское поселение;Сельское поселение;CD;CD;CD;CD;2007;59.0;Единица;Значение показателя за год;CD
12;Социальная поддержка населения;Y48012001;Число семей, получавших субсидии на оплату жилого помещения и коммунальных услуг;01;Алтайский край;Муниципальное образование нижнего уровня;Алейский муниципальный район;Чапаевский сельсовет;01601498;Сельское поселение;Сельское поселение;CD;CD;CD;CD;2008;31.0;Единица;Значение показателя за год;CD
12;Социальная поддержка населения;Y48012001;Число семей, получавших субсидии на оплату жилого помещения и коммунальных услуг;01;Алтайский край;Муниципальное образование верхнего уровня;Алтайский муниципальный район;Алтайский муниципальный район;01602000;Муниципальный район;Муниципальный район;01602000;Без изменений;2010;2025;2006;533.0;Единица;Январь-декабрь;CD
12;Социальная поддержка населения;Y48012001;Число семей, получавших субсидии на оплату жилого помещения и коммунальных услуг;01;Алтайский край;Муниципальное образование верхнего уровня;Алтайский муниципальный район;Алтайский муниципальный район;01602000;Муниципальный район;Муниципальный район;01602000;Без изменений;2010;2025;2007;2312.0;Единица;Значение показателя за год;CD
12;Социальная поддержка населения;Y48012001;Число семей, получавших субсидии на оплату жилого помещения и коммунальных услуг;01;Алтайский край;Муниципальное образование верхнего уровня;Алтайский муниципальный район;Алтайский муниципальный район;01602000;Муниципальный район;Муниципальный район;01602000;Без изменений;2010;2025;2008;1256.0;Единица;Значение показателя за год;CD
12;Социальная поддержка населения;Y48012001;Число семей, получавших субсидии на оплату жилого помещения и коммунальных услуг;01;Алтайский край;Муниципальное образование верхнего уровня;Алтайский муниципальный район;Алтайский муниципальный район;01602000;Муниципальный район;Муниципальный район;01602000;Без изменений;2010;2025;2009;1023.0;Единица;Январь-декабрь;CD
12;Социальная поддержка населения;Y48012001;Число семей, получавших субсидии на оплату жилого помещения и коммунальных услуг;01;Алтайский край;Муниципальное образование верхнего уровня;Алтайский муниципальный район;Алтайский муниципальный район;01602000;Муниципальный район;Муниципальный район;01602000;Без изменений;2010;2025;2010;1032.0;Единица;Январь-декабрь;CD
12;Социальная поддержка населения;Y48012001;Число семей, получавших субсидии на оплату жилого помещения и коммунальных услуг;01;Алтайский край;Муниципальное образование верхнего уровня;Алтайский муниципальный район;Алтайский муниципальный район;01602000;Муниципальный район;Муниципальный район;01602000;Без изменений;2010;2025;2011;1106.0;Единица;Январь-декабрь;CD
12;Социальная поддержка населения;Y48012001;Число семей, получавших субсидии на оплату жилого помещения и коммунальных услуг;01;Алтайский край;Муниципальное образование верхнего уровня;Алтайский муниципальный район;Алтайский муниципальный район;01602000;Муниципальный район;Муниципальный район;01602000;Без изменений;2010;2025;2012;1203.0;Единица;Январь-декабрь;CD
12;Социальная поддержка населения;Y48012001;Число семей, получавших субсидии на оплату жилого помещения и коммунальных услуг;01;Алтайский край;Муниципальное образование верхнего уровня;Алтайский муниципальный район;Алтайский муниципальный район;01602000;Муниципальный район;Муниципальный район;01602000;Без изменений;2010;2025;2012;1084.0;Единица;Январь-июнь;CD
12;Социальная поддержка населения;Y48012001;Число семей, получавших субсидии на оплату жилого помещения и коммунальных услуг;01;Алтайский край;Муниципальное образование верхнего уровня;Алтайский муниципальный район;Алтайский муниципальный район;01602000;Муниципальный район;Муниципальный район;01602000;Без изменений;2010;2025;2012;1005.0;Единица;Январь-март;CD
12;Социальная поддержка населения;Y48012001;Число семей, получавших субсидии на оплату жилого помещения и коммунальных услуг;01;Алтайский край;Муниципальное образование верхнего уровня;Алтайский муниципальный район;Алтайский муниципальный район;01602000;Муниципальный район;Муниципальный район;01602000;Без изменений;2010;2025;2012;1136.0;Единица;Январь-сентябрь;CD
12;Социальная поддержка населения;Y48012001;Число семей, получавших субсидии на оплату жилого помещения и коммунальных услуг;01;Алтайский край;Муниципальное образование верхнего уровня;Алтайский муниципальный район;Алтайский муниципальный район;01602000;Муниципальный район;Муниципальный район;01602000;Без изменений;2010;2025;2013;1049.0;Единица;Январь-июнь;CD
12;Социальная поддержка населения;Y48012001;Число семей, получавших субсидии на оплату жилого помещения и коммунальных услуг;01;Алтайский край;Муниципальное образование верхнего уровня;Алтайский муниципальный район;Алтайский муниципальный район;01602000;Муниципальный район;Муниципальный район;01602000;Без изменений;2010;2025;2013;1147.0;Единица;Январь-декабрь;CD
