indicator_section_code;indicator_section;indicator_code;indicator_name;region_id;region_name;mun_level;mun_district;municipality;oktmo;mun_type;mun_type_oktmo;oktmo_stable;oktmo_history;oktmo_year_from;oktmo_year_to;year;indicator_value;indicator_unit;indicator_period;comment
12;Социальная поддержка населения;Y48012001;Число семей, получавших субсидии на оплату жилого помещения и коммунальных услуг;04;Красноярский край;Муниципальное образование верхнего уровня;Бирилюсский муниципальный район;Бирилюсский муниципальный район;04606000;Муниципальный район;Муниципальный район;04606000;Без изменений;2010;2025;2018;568.0;Единица;Январь-декабрь;CD
12;Социальная поддержка населения;Y48012001;Число семей, получавших субсидии на оплату жилого помещения и коммунальных услуг;04;Красноярский край;Муниципальное образование верхнего уровня;Бирилюсский муниципальный район;Бирилюсский муниципальный район;04606000;Муниципальный район;Муниципальный район;04606000;Без изменений;2010;2025;2019;501.0;Единица;Январь-март;CD
12;Социальная поддержка населения;Y48012001;Число семей, получавших субсидии на оплату жилого помещения и коммунальных услуг;04;Красноярский край;Муниципальное образование верхнего уровня;Бирилюсский муниципальный район;Бирилюсский муниципальный район;04606000;Муниципальный район;Муниципальный район;04606000;Без изменений;2010;2025;2019;558.0;Единица;Январь-декабрь;CD
12;Социальная поддержка населения;Y48012001;Число семей, получавших субсидии на оплату жилого помещения и коммунальных услуг;04;Красноярский край;Муниципальное образование верхнего уровня;Бирилюсский муниципальный район;Бирилюсский муниципальный район;04606000;Муниципальный район;Муниципальный район;04606000;Без изменений;2010;2025;2019;539.0;Единица;Январь-сентябрь;CD
12;Социальная поддержка населения;Y48012001;Число семей, получавших субсидии на оплату жилого помещения и коммунальных услуг;04;Красноярский край;Муниципальное образование верхнего уровня;Бирилюсский муниципальный район;Бирилюсский муниципальный район;04606000;Муниципальный район;Муниципальный район;04606000;Без изменений;2010;2025;2019;529.0;Единица;Январь-июнь;CD
12;Социальная поддержка населения;Y48012001;Число семей, получавших субсидии на оплату жилого помещения и коммунальных услуг;04;Красноярский край;Муниципальное образование нижнего уровня;Бирилюсский муниципальный район;Поселок Рассвет;04606154;Городское поселение;Городское поселение;CD;CD;CD;CD;2007;370.0;Единица;Значение показателя за год;CD
12;Социальная поддержка населения;Y48012001;Число семей, получавших субсидии на оплату жилого помещения и коммунальных услуг;04;Красноярский край;Муниципальное образование нижнего уровня;Бирилюсский муниципальный район;Поселок Рассвет;04606154;Городское поселение;Городское поселение;CD;CD;CD;CD;2008;409.0;Единица;Значение показателя за год;CD
12;Социальная поддержка населения;Y48012001;Число семей, получавших субсидии на оплату жилого помещения и коммунальных услуг;04;Красноярский край;Муниципальное образование нижнего уровня;Бирилюсский муниципальный район;Арефьевский сельсовет;04606403;Сельское поселение;Сельское поселение;CD;CD;CD;CD;2007;132.0;Единица;Значение показателя за год;CD
12;Социальная поддержка населения;Y48012001;Число семей, получавших субсидии на оплату жилого помещения и коммунальных услуг;04;Красноярский край;Муниципальное образование нижнего уровня;Бирилюсский муниципальный район;Арефьевский сельсовет;04606403;Сельское поселение;Сельское поселение;CD;CD;CD;CD;2008;112.0;Единица;Значение показателя за год;CD
12;Социальная поддержка населения;Y48012001;Число семей, получавших субсидии на оплату жилого помещения и коммунальных услуг;04;Красноярский край;Муниципальное образование нижнего уровня;Бирилюсский муниципальный район;Зачулымский сельсовет;04606407;Сельское поселение;Сельское поселение;CD;CD;CD;CD;2007;73.0;Единица;Значение показателя за год;CD
12;Социальная поддержка населения;Y48012001;Число семей, получавших субсидии на оплату жилого помещения и коммунальных услуг;04;Красноярский край;Муниципальное образование нижнего уровня;Бирилюсский муниципальный район;Зачулымский сельсовет;04606407;Сельское поселение;Сельское поселение;CD;CD;CD;CD;2008;59.0;Единица;Значение показателя за год;CD
12;Социальная поддержка населения;Y48012001;Число семей, получавших субсидии на оплату жилого помещения и коммунальных услуг;04;Красноярский край;Муниципальное образование нижнего уровня;Бирилюсский муниципальный район;Малокетский сельсовет;04606408;Сельское поселение;Сельское поселение;CD;CD;CD;CD;2007;50.0;Единица;Значение показателя за год;CD
12;Социальная поддержка населения;Y48012001;Число семей, получавших субсидии на оплату жилого помещения и коммунальных услуг;04;Красноярский край;Муниципальное образование нижнего уровня;Бирилюсский муниципальный район;Малокетский сельсовет;04606408;Сельское поселение;Сельское поселение;CD;CD;CD;CD;2008;48.0;Единица;Значение показателя за год;CD
12;Социальная поддержка населения;Y48012001;Число семей, получавших субсидии на оплату жилого помещения и коммунальных услуг;04;Красноярский край;Муниципальное образование нижнего уровня;Бирилюсский муниципальный район;Маталасский сельсовет;04606410;Сельское поселение;Сельское поселение;CD;CD;CD;CD;2007;83.0;Единица;Значение показателя за год;CD
12;Социальная поддержка населения;Y48012001;Число семей, получавших субсидии на оплату жилого помещения и коммунальных услуг;04;Красноярский край;Муниципальное образование нижнего уровня;Бирилюсский муниципальный район;Маталасский сельсовет;04606410;Сельское поселение;Сельское поселение;CD;CD;CD;CD;2008;83.0;Единица;Значение показателя за год;CD
12;Социальная поддержка населения;Y48012001;Число семей, получавших субсидии на оплату жилого помещения и коммунальных услуг;04;Красноярский край;Муниципальное образование нижнего уровня;Бирилюсский муниципальный район;Новобирилюсский сельсовет;04606416;Сельское поселение;Сельское поселение;CD;CD;CD;CD;2007;836.0;Единица;Значение показателя за год;CD
12;Социальная поддержка населения;Y48012001;Число семей, получавших субсидии на оплату жилого помещения и коммунальных услуг;04;Красноярский край;Муниципальное образование нижнего уровня;Бирилюсский муниципальный район;Новобирилюсский сельсовет;04606416;Сельское поселение;Сельское поселение;CD;CD;CD;CD;2008;614.0;Единица;Значение показателя за год;CD
12;Социальная поддержка населения;Y48012001;Число семей, получавших субсидии на оплату жилого помещения и коммунальных услуг;04;Красноярский край;Муниципальное образование нижнего уровня;Бирилюсский муниципальный район;Орловский сельсовет;04606419;Сельское поселение;Сельское поселение;CD;CD;CD;CD;2007;94.0;Единица;Значение показателя за год;CD
12;Социальная поддержка населения;Y48012001;Число семей, получавших субсидии на оплату жилого помещения и коммунальных услуг;04;Красноярский край;Муниципальное образование нижнего уровня;Бирилюсский муниципальный район;Орловский сельсовет;04606419;Сельское поселение;Сельское поселение;CD;CD;CD;CD;2008;98.0;Единица;Значение показателя за год;CD
12;Социальная поддержка населения;Y48012001;Число семей, получавших субсидии на оплату жилого помещения и коммунальных услуг;04;Красноярский край;Муниципальное образование нижнего уровня;Бирилюсский муниципальный район;Полевской сельсовет;04606422;Сельское поселение;Сельское поселение;CD;CD;CD;CD;2007;92.0;Единица;Значение показателя за год;CD
12;Социальная поддержка населения;Y48012001;Число семей, получавших субсидии на оплату жилого помещения и коммунальных услуг;04;Красноярский край;Муниципальное образование нижнего уровня;Бирилюсский муниципальный район;Полевской сельсовет;04606422;Сельское поселение;Сельское поселение;CD;CD;CD;CD;2008;100.0;Единица;Значение показателя за год;CD
12;Социальная поддержка населения;Y48012001;Число семей, получавших субсидии на оплату жилого помещения и коммунальных услуг;04;Красноярский край;Муниципальное образование нижнего уровня;Бирилюсский муниципальный район;Проточенский сельсовет;04606425;Сельское поселение;Сельское поселение;CD;CD;CD;CD;2007;65.0;Единица;Значение показателя за год;CD
12;Социальная поддержка населения;Y48012001;Число семей, получавших субсидии на оплату жилого помещения и коммунальных услуг;04;Красноярский край;Муниципальное образование нижнего уровня;Бирилюсский муниципальный район;Проточенский сельсовет;04606425;Сельское поселение;Сельское поселение;CD;CD;CD;CD;2008;60.0;Единица;Значение показателя за год;CD
12;Социальная поддержка населения;Y48012001;Число семей, получавших субсидии на оплату жилого помещения и коммунальных услуг;04;Красноярский край;Муниципальное образование нижнего уровня;Бирилюсский муниципальный район;Суриковский сельсовет;04606426;Сельское поселение;Сельское поселение;CD;CD;CD;CD;2007;127.0;Единица;Значение показателя за год;CD
12;Социальная поддержка населения;Y48012001;Число семей, получавших субсидии на оплату жилого помещения и коммунальных услуг;04;Красноярский край;Муниципальное образование нижнего уровня;Бирилюсский муниципальный район;Суриковский сельсовет;04606426;Сельское поселение;Сельское поселение;CD;CD;CD;CD;2008;118.0;Единица;Значение показателя за год;CD
12;Социальная поддержка населения;Y48012001;Число семей, получавших субсидии на оплату жилого помещения и коммунальных услуг;04;Красноярский край;Муниципальное образование нижнего уровня;Бирилюсский муниципальный район;Кирчиженский сельсовет;04606428;Сельское поселение;Сельское поселение;CD;CD;CD;CD;2007;86.0;Единица;Значение показателя за год;CD
12;Социальная поддержка населения;Y48012001;Число семей, получавших субсидии на оплату жилого помещения и коммунальных услуг;04;Красноярский край;Муниципальное образование нижнего уровня;Бирилюсский муниципальный район;Кирчиженский сельсовет;04606428;Сельское поселение;Сельское поселение;CD;CD;CD;CD;2008;76.0;Единица;Значение показателя за год;CD
12;Социальная поддержка населения;Y48012001;Число семей, получавших субсидии на оплату жилого помещения и коммунальных услуг;04;Красноярский край;Муниципальное образование верхнего уровня;Боготольский муниципальный район;Боготольский муниципальный район;04608000;Муниципальный район;Муниципальный район;04608000;Без изменений;2010;2025;2006;1025.0;Единица;Январь-сентябрь;CD
12;Социальная поддержка населения;Y48012001;Число семей, получавших субсидии на оплату жилого помещения и коммунальных услуг;04;Красноярский край;Муниципальное образование верхнего уровня;Боготольский муниципальный район;Боготольский муниципальный район;04608000;Муниципальный район;Муниципальный район;04608000;Без изменений;2010;2025;2006;1136.0;Единица;Январь-март;CD
12;Социальная поддержка населения;Y48012001;Число семей, получавших субсидии на оплату жилого помещения и коммунальных услуг;04;Красноярский край;Муниципальное образование верхнего уровня;Боготольский муниципальный район;Боготольский муниципальный район;04608000;Муниципальный район;Муниципальный район;04608000;Без изменений;2010;2025;2006;1047.0;Единица;Январь-декабрь;CD
12;Социальная поддержка населения;Y48012001;Число семей, получавших субсидии на оплату жилого помещения и коммунальных услуг;04;Красноярский край;Муниципальное образование верхнего уровня;Боготольский муниципальный район;Боготольский муниципальный район;04608000;Муниципальный район;Муниципальный район;04608000;Без изменений;2010;2025;2006;1144.0;Единица;Январь-июнь;CD
12;Социальная поддержка населения;Y48012001;Число семей, получавших субсидии на оплату жилого помещения и коммунальных услуг;04;Красноярский край;Муниципальное образование верхнего уровня;Боготольский муниципальный район;Боготольский муниципальный район;04608000;Муниципальный район;Муниципальный район;04608000;Без изменений;2010;2025;2007;1462.0;Единица;Значение показателя за год;CD
12;Социальная поддержка населения;Y48012001;Число семей, получавших субсидии на оплату жилого помещения и коммунальных услуг;04;Красноярский край;Муниципальное образование верхнего уровня;Боготольский муниципальный район;Боготольский муниципальный район;04608000;Муниципальный район;Муниципальный район;04608000;Без изменений;2010;2025;2007;1373.0;Единица;Январь-сентябрь;CD
12;Социальная поддержка населения;Y48012001;Число семей, получавших субсидии на оплату жилого помещения и коммунальных услуг;04;Красноярский край;Муниципальное образование верхнего уровня;Боготольский муниципальный район;Боготольский муниципальный район;04608000;Муниципальный район;Муниципальный район;04608000;Без изменений;2010;2025;2007;1279.0;Единица;Январь-июнь;CD
12;Социальная поддержка населения;Y48012001;Число семей, получавших субсидии на оплату жилого помещения и коммунальных услуг;04;Красноярский край;Муниципальное образование верхнего уровня;Боготольский муниципальный район;Боготольский муниципальный район;04608000;Муниципальный район;Муниципальный район;04608000;Без изменений;2010;2025;2007;1136.0;Единица;Январь-март;CD
12;Социальная поддержка населения;Y48012001;Число семей, получавших субсидии на оплату жилого помещения и коммунальных услуг;04;Красноярский край;Муниципальное образование верхнего уровня;Боготольский муниципальный район;Боготольский муниципальный район;04608000;Муниципальный район;Муниципальный район;04608000;Без изменений;2010;2025;2007;1462.0;Единица;Январь-декабрь;CD
12;Социальная поддержка населения;Y48012001;Число семей, получавших субсидии на оплату жилого помещения и коммунальных услуг;04;Красноярский край;Муниципальное образование верхнего уровня;Боготольский муниципальный район;Боготольский муниципальный район;04608000;Муниципальный район;Муниципальный район;04608000;Без изменений;2010;2025;2008;1355.0;Единица;Значение показателя за год;CD
12;Социальная поддержка населения;Y48012001;Число семей, получавших субсидии на оплату жилого помещения и коммунальных услуг;04;Красноярский край;Муниципальное образование верхнего уровня;Боготольский муниципальный район;Боготольский муниципальный район;04608000;Муниципальный район;Муниципальный район;04608000;Без изменений;2010;2025;2009;1223.0;Единица;Январь-декабрь;CD
12;Социальная поддержка населения;Y48012001;Число семей, получавших субсидии на оплату жилого помещения и коммунальных услуг;04;Красноярский край;Муниципальное образование верхнего уровня;Боготольский муниципальный район;Боготольский муниципальный район;04608000;Муниципальный район;Муниципальный район;04608000;Без изменений;2010;2025;2010;990.0;Единица;Январь-декабрь;CD
12;Социальная поддержка населения;Y48012001;Число семей, получавших субсидии на оплату жилого помещения и коммунальных услуг;04;Красноярский край;Муниципальное образование верхнего уровня;Боготольский муниципальный район;Боготольский муниципальный район;04608000;Муниципальный район;Муниципальный район;04608000;Без изменений;2010;2025;2011;601.0;Единица;Январь-декабрь;CD
12;Социальная поддержка населения;Y48012001;Число семей, получавших субсидии на оплату жилого помещения и коммунальных услуг;04;Красноярский край;Муниципальное образование верхнего уровня;Боготольский муниципальный район;Боготольский муниципальный район;04608000;Муниципальный район;Муниципальный район;04608000;Без изменений;2010;2025;2012;505.0;Единица;Январь-сентябрь;CD
12;Социальная поддержка населения;Y48012001;Число семей, получавших субсидии на оплату жилого помещения и коммунальных услуг;04;Красноярский край;Муниципальное образование верхнего уровня;Боготольский муниципальный район;Боготольский муниципальный район;04608000;Муниципальный район;Муниципальный район;04608000;Без изменений;2010;2025;2012;517.0;Единица;Январь-декабрь;CD
12;Социальная поддержка населения;Y48012001;Число семей, получавших субсидии на оплату жилого помещения и коммунальных услуг;04;Красноярский край;Муниципальное образование верхнего уровня;Боготольский муниципальный район;Боготольский муниципальный район;04608000;Муниципальный район;Муниципальный район;04608000;Без изменений;2010;2025;2012;492.0;Единица;Январь-июнь;CD
12;Социальная поддержка населения;Y48012001;Число семей, получавших субсидии на оплату жилого помещения и коммунальных услуг;04;Красноярский край;Муниципальное образование верхнего уровня;Боготольский муниципальный район;Боготольский муниципальный район;04608000;Муниципальный район;Муниципальный район;04608000;Без изменений;2010;2025;2012;458.0;Единица;Январь-март;CD
12;Социальная поддержка населения;Y48012001;Число семей, получавших субсидии на оплату жилого помещения и коммунальных услуг;04;Красноярский край;Муниципальное образование верхнего уровня;Боготольский муниципальный район;Боготольский муниципальный район;04608000;Муниципальный район;Муниципальный район;04608000;Без изменений;2010;2025;2013;375.0;Единица;Январь-сентябрь;CD
12;Социальная поддержка населения;Y48012001;Число семей, получавших субсидии на оплату жилого помещения и коммунальных услуг;04;Красноярский край;Муниципальное образование верхнего уровня;Боготольский муниципальный район;Боготольский муниципальный район;04608000;Муниципальный район;Муниципальный район;04608000;Без изменений;2010;2025;2013;345.0;Единица;Январь-март;CD
12;Социальная поддержка населения;Y48012001;Число семей, получавших субсидии на оплату жилого помещения и коммунальных услуг;04;Красноярский край;Муниципальное образование верхнего уровня;Боготольский муниципальный район;Боготольский муниципальный район;04608000;Муниципальный район;Муниципальный район;04608000;Без изменений;2010;2025;2013;394.0;Единица;Январь-декабрь;CD
12;Социальная поддержка населения;Y48012001;Число семей, получавших субсидии на оплату жилого помещения и коммунальных услуг;04;Красноярский край;Муниципальное образование верхнего уровня;Боготольский муниципальный район;Боготольский муниципальный район;04608000;Муниципальный район;Муниципальный район;04608000;Без изменений;2010;2025;2013;362.0;Единица;Январь-июнь;CD
12;Социальная поддержка населения;Y48012001;Число семей, получавших субсидии на оплату жилого помещения и коммунальных услуг;04;Красноярский край;Муниципальное образование верхнего уровня;Боготольский муниципальный район;Боготольский муниципальный район;04608000;Муниципальный район;Муниципальный район;04608000;Без изменений;2010;2025;2014;356.0;Единица;Январь-сентябрь;CD
12;Социальная поддержка населения;Y48012001;Число семей, получавших субсидии на оплату жилого помещения и коммунальных услуг;04;Красноярский край;Муниципальное образование верхнего уровня;Боготольский муниципальный район;Боготольский муниципальный район;04608000;Муниципальный район;Муниципальный район;04608000;Без изменений;2010;2025;2014;359.0;Единица;Январь-декабрь;CD
12;Социальная поддержка населения;Y48012001;Число семей, получавших субсидии на оплату жилого помещения и коммунальных услуг;04;Красноярский край;Муниципальное образование верхнего уровня;Боготольский муниципальный район;Боготольский муниципальный район;04608000;Муниципальный район;Муниципальный район;04608000;Без изменений;2010;2025;2014;336.0;Единица;Январь-июнь;CD
12;Социальная поддержка населения;Y48012001;Число семей, получавших субсидии на оплату жилого помещения и коммунальных услуг;04;Красноярский край;Муниципальное образование верхнего уровня;Боготольский муниципальный район;Боготольский муниципальный район;04608000;Муниципальный район;Муниципальный район;04608000;Без изменений;2010;2025;2016;309.0;Единица;Январь-декабрь;CD
12;Социальная поддержка населения;Y48012001;Число семей, получавших субсидии на оплату жилого помещения и коммунальных услуг;04;Красноярский край;Муниципальное образование верхнего уровня;Боготольский муниципальный район;Боготольский муниципальный район;04608000;Муниципальный район;Муниципальный район;04608000;Без изменений;2010;2025;2017;259.0;Единица;Январь-март;CD
12;Социальная поддержка населения;Y48012001;Число семей, получавших субсидии на оплату жилого помещения и коммунальных услуг;04;Красноярский край;Муниципальное образование верхнего уровня;Боготольский муниципальный район;Боготольский муниципальный район;04608000;Муниципальный район;Муниципальный район;04608000;Без изменений;2010;2025;2017;2012.5;Единица;Январь-июнь;CD
12;Социальная поддержка населения;Y48012001;Число семей, получавших субсидии на оплату жилого помещения и коммунальных услуг;04;Красноярский край;Муниципальное образование верхнего уровня;Боготольский муниципальный район;Боготольский муниципальный район;04608000;Муниципальный район;Муниципальный район;04608000;Без изменений;2010;2025;2017;293.0;Единица;Январь-декабрь;CD
12;Социальная поддержка населения;Y48012001;Число семей, получавших субсидии на оплату жилого помещения и коммунальных услуг;04;Красноярский край;Муниципальное образование верхнего уровня;Боготольский муниципальный район;Боготольский муниципальный район;04608000;Муниципальный район;Муниципальный район;04608000;Без изменений;2010;2025;2017;278.0;Единица;Январь-сентябрь;CD
12;Социальная поддержка населения;Y48012001;Число семей, получавших субсидии на оплату жилого помещения и коммунальных услуг;04;Красноярский край;Муниципальное образование верхнего уровня;Боготольский муниципальный район;Боготольский муниципальный район;04608000;Муниципальный район;Муниципальный район;04608000;Без изменений;2010;2025;2018;248.0;Единица;Январь-июнь;CD
12;Социальная поддержка населения;Y48012001;Число семей, получавших субсидии на оплату жилого помещения и коммунальных услуг;04;Красноярский край;Муниципальное образование верхнего уровня;Боготольский муниципальный район;Боготольский муниципальный район;04608000;Муниципальный район;Муниципальный район;04608000;Без изменений;2010;2025;2018;255.0;Единица;Январь-сентябрь;CD
12;Социальная поддержка населения;Y48012001;Число семей, получавших субсидии на оплату жилого помещения и коммунальных услуг;04;Красноярский край;Муниципальное образование верхнего уровня;Боготольский муниципальный район;Боготольский муниципальный район;04608000;Муниципальный район;Муниципальный район;04608000;Без изменений;2010;2025;2018;263.0;Единица;Январь-декабрь;CD
12;Социальная поддержка населения;Y48012001;Число семей, получавших субсидии на оплату жилого помещения и коммунальных услуг;04;Красноярский край;Муниципальное образование верхнего уровня;Боготольский муниципальный район;Боготольский муниципальный район;04608000;Муниципальный район;Муниципальный район;04608000;Без изменений;2010;2025;2018;243.0;Единица;Январь-март;CD
12;Социальная поддержка населения;Y48012001;Число семей, получавших субсидии на оплату жилого помещения и коммунальных услуг;04;Красноярский край;Муниципальное образование верхнего уровня;Боготольский муниципальный район;Боготольский муниципальный район;04608000;Муниципальный район;Муниципальный район;04608000;Без изменений;2010;2025;2019;211.0;Единица;Январь-июнь;CD
12;Социальная поддержка населения;Y48012001;Число семей, получавших субсидии на оплату жилого помещения и коммунальных услуг;04;Красноярский край;Муниципальное образование верхнего уровня;Боготольский муниципальный район;Боготольский муниципальный район;04608000;Муниципальный район;Муниципальный район;04608000;Без изменений;2010;2025;2019;222.0;Единица;Январь-декабрь;CD
12;Социальная поддержка населения;Y48012001;Число семей, получавших субсидии на оплату жилого помещения и коммунальных услуг;04;Красноярский край;Муниципальное образование верхнего уровня;Боготольский муниципальный район;Боготольский муниципальный район;04608000;Муниципальный район;Муниципальный район;04608000;Без изменений;2010;2025;2019;214.0;Единица;Январь-сентябрь;CD
12;Социальная поддержка населения;Y48012001;Число семей, получавших субсидии на оплату жилого помещения и коммунальных услуг;04;Красноярский край;Муниципальное образование верхнего уровня;Боготольский муниципальный район;Боготольский муниципальный район;04608000;Муниципальный район;Муниципальный район;04608000;Без изменений;2010;2025;2019;205.0;Единица;Январь-март;CD
12;Социальная поддержка населения;Y48012001;Число семей, получавших субсидии на оплату жилого помещения и коммунальных услуг;04;Красноярский край;Муниципальное образование нижнего уровня;Боготольский муниципальный район;Александровский сельсовет;04608402;Сельское поселение;Сельское поселение;CD;CD;CD;CD;2007;64.0;Единица;Значение показателя за год;CD
12;Социальная поддержка населения;Y48012001;Число семей, получавших субсидии на оплату жилого помещения и коммунальных услуг;04;Красноярский край;Муниципальное образование нижнего уровня;Боготольский муниципальный район;Александровский сельсовет;04608402;Сельское поселение;Сельское поселение;CD;CD;CD;CD;2008;73.0;Единица;Значение показателя за год;CD
12;Социальная поддержка населения;Y48012001;Число семей, получавших субсидии на оплату жилого помещения и коммунальных услуг;04;Красноярский край;Муниципальное образование нижнего уровня;Боготольский муниципальный район;Боготольский сельсовет;04608404;Сельское поселение;Сельское поселение;CD;CD;CD;CD;2007;245.0;Единица;Значение показателя за год;CD
12;Социальная поддержка населения;Y48012001;Число семей, получавших субсидии на оплату жилого помещения и коммунальных услуг;04;Красноярский край;Муниципальное образование нижнего уровня;Боготольский муниципальный район;Боготольский сельсовет;04608404;Сельское поселение;Сельское поселение;CD;CD;CD;CD;2008;217.0;Единица;Значение показателя за год;CD
12;Социальная поддержка населения;Y48012001;Число семей, получавших субсидии на оплату жилого помещения и коммунальных услуг;04;Красноярский край;Муниципальное образование нижнего уровня;Боготольский муниципальный район;Большекосульский сельсовет;04608407;Сельское поселение;Сельское поселение;CD;CD;CD;CD;2007;190.0;Единица;Значение показателя за год;CD
12;Социальная поддержка населения;Y48012001;Число семей, получавших субсидии на оплату жилого помещения и коммунальных услуг;04;Красноярский край;Муниципальное образование нижнего уровня;Боготольский муниципальный район;Большекосульский сельсовет;04608407;Сельское поселение;Сельское поселение;CD;CD;CD;CD;2008;217.0;Единица;Значение показателя за год;CD
12;Социальная поддержка населения;Y48012001;Число семей, получавших субсидии на оплату жилого помещения и коммунальных услуг;04;Красноярский край;Муниципальное образование нижнего уровня;Боготольский муниципальный район;Вагинский сельсовет;04608410;Сельское поселение;Сельское поселение;CD;CD;CD;CD;2007;244.0;Единица;Значение показателя за год;CD
